,pred,true
1370,CD14+ monocyte,CD14+ monocyte
1371,CD4+ T cell,CD4+ T cell
1372,CD14+ monocyte,CD14+ monocyte
1373,CD14+ monocyte,CD14+ monocyte
1374,Cytotoxic T cell,Cytotoxic T cell
1375,CD14+ monocyte,CD14+ monocyte
1376,Cytotoxic T cell,CD4+ T cell
1377,Cytotoxic T cell,Cytotoxic T cell
1378,Cytotoxic T cell,Cytotoxic T cell
1379,CD14+ monocyte,CD14+ monocyte
1380,B cell,B cell
1381,CD4+ T cell,CD4+ T cell
1382,CD14+ monocyte,CD14+ monocyte
1383,CD14+ monocyte,CD14+ monocyte
1384,B cell,B cell
1385,B cell,B cell
1386,CD4+ T cell,CD4+ T cell
1387,Cytotoxic T cell,Cytotoxic T cell
1388,CD14+ monocyte,CD14+ monocyte
1389,B cell,B cell
1390,CD14+ monocyte,CD14+ monocyte
1391,Cytotoxic T cell,Cytotoxic T cell
1392,CD14+ monocyte,CD14+ monocyte
1393,CD16+ monocyte,CD16+ monocyte
1394,Cytotoxic T cell,Cytotoxic T cell
1395,CD14+ monocyte,CD14+ monocyte
1396,CD14+ monocyte,CD14+ monocyte
1397,B cell,B cell
1398,CD14+ monocyte,CD14+ monocyte
1399,CD14+ monocyte,CD14+ monocyte
1400,CD14+ monocyte,CD14+ monocyte
1401,Megakaryocyte,Megakaryocyte
1402,B cell,B cell
1403,CD14+ monocyte,CD14+ monocyte
1404,CD14+ monocyte,CD14+ monocyte
1405,Cytotoxic T cell,Cytotoxic T cell
1406,Cytotoxic T cell,Cytotoxic T cell
1407,Natural killer cell,Cytotoxic T cell
1408,CD14+ monocyte,CD14+ monocyte
1409,CD14+ monocyte,CD14+ monocyte
1410,CD14+ monocyte,Dendritic cell
1411,CD4+ T cell,CD4+ T cell
1412,B cell,B cell
1413,CD4+ T cell,CD4+ T cell
1414,Cytotoxic T cell,Cytotoxic T cell
1415,Dendritic cell,Dendritic cell
1416,Dendritic cell,Dendritic cell
1417,Cytotoxic T cell,Cytotoxic T cell
1418,Natural killer cell,Natural killer cell
1419,CD14+ monocyte,CD14+ monocyte
1420,Cytotoxic T cell,Cytotoxic T cell
1421,Cytotoxic T cell,Cytotoxic T cell
1422,CD14+ monocyte,CD14+ monocyte
1423,CD4+ T cell,CD4+ T cell
1424,B cell,B cell
1425,Cytotoxic T cell,Cytotoxic T cell
1426,CD14+ monocyte,CD14+ monocyte
1427,B cell,B cell
1428,CD14+ monocyte,CD14+ monocyte
1429,CD4+ T cell,CD4+ T cell
1430,Natural killer cell,Natural killer cell
1431,CD14+ monocyte,CD14+ monocyte
1432,Cytotoxic T cell,Cytotoxic T cell
1433,CD14+ monocyte,CD14+ monocyte
1434,CD16+ monocyte,CD16+ monocyte
1435,CD14+ monocyte,CD14+ monocyte
1436,Megakaryocyte,CD16+ monocyte
1437,CD16+ monocyte,CD14+ monocyte
1438,CD14+ monocyte,CD14+ monocyte
1439,B cell,B cell
1440,CD14+ monocyte,CD16+ monocyte
1441,B cell,B cell
1442,CD16+ monocyte,CD4+ T cell
1443,CD4+ T cell,Cytotoxic T cell
1444,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
1445,Cytotoxic T cell,Cytotoxic T cell
1446,Cytotoxic T cell,Cytotoxic T cell
1447,CD16+ monocyte,CD16+ monocyte
1448,CD14+ monocyte,CD14+ monocyte
1449,Cytotoxic T cell,Cytotoxic T cell
1450,CD4+ T cell,CD4+ T cell
1451,CD16+ monocyte,CD16+ monocyte
1452,B cell,B cell
1453,CD4+ T cell,CD4+ T cell
1454,CD14+ monocyte,CD14+ monocyte
1455,CD14+ monocyte,CD16+ monocyte
1456,CD14+ monocyte,Cytotoxic T cell
1457,Cytotoxic T cell,Natural killer cell
1458,CD4+ T cell,CD4+ T cell
1459,B cell,B cell
1460,Cytotoxic T cell,CD4+ T cell
1461,CD14+ monocyte,CD14+ monocyte
1462,CD4+ T cell,CD4+ T cell
1463,B cell,Cytotoxic T cell
1464,CD14+ monocyte,CD14+ monocyte
1465,Cytotoxic T cell,Cytotoxic T cell
1466,Cytotoxic T cell,Cytotoxic T cell
1467,CD16+ monocyte,CD16+ monocyte
1468,CD4+ T cell,CD4+ T cell
1469,CD14+ monocyte,CD14+ monocyte
1470,Cytotoxic T cell,Cytotoxic T cell
1471,CD14+ monocyte,CD14+ monocyte
1472,B cell,B cell
1473,CD14+ monocyte,CD14+ monocyte
1474,CD14+ monocyte,Cytotoxic T cell
1475,B cell,Dendritic cell
1476,CD14+ monocyte,Cytotoxic T cell
1477,CD14+ monocyte,CD14+ monocyte
1478,CD14+ monocyte,CD14+ monocyte
1479,B cell,B cell
1480,Cytotoxic T cell,Cytotoxic T cell
1481,CD4+ T cell,CD4+ T cell
1482,B cell,B cell
1483,CD14+ monocyte,Megakaryocyte
1484,Cytotoxic T cell,Cytotoxic T cell
1485,CD14+ monocyte,CD14+ monocyte
1486,CD14+ monocyte,CD4+ T cell
1487,CD14+ monocyte,CD14+ monocyte
1488,B cell,B cell
1489,CD4+ T cell,CD4+ T cell
1490,B cell,B cell
1491,CD14+ monocyte,CD14+ monocyte
1492,Cytotoxic T cell,Cytotoxic T cell
1493,CD16+ monocyte,CD16+ monocyte
1494,CD14+ monocyte,CD14+ monocyte
1495,CD14+ monocyte,CD14+ monocyte
1496,B cell,B cell
1497,CD4+ T cell,Cytotoxic T cell
1498,Natural killer cell,Natural killer cell
1499,CD4+ T cell,CD4+ T cell
1500,CD14+ monocyte,CD14+ monocyte
1501,CD14+ monocyte,CD14+ monocyte
1502,Cytotoxic T cell,Cytotoxic T cell
1503,B cell,B cell
1504,CD14+ monocyte,CD14+ monocyte
1505,CD14+ monocyte,CD14+ monocyte
1506,Natural killer cell,Natural killer cell
1507,CD16+ monocyte,CD16+ monocyte
1508,B cell,B cell
1509,B cell,B cell
1510,Dendritic cell,CD14+ monocyte
1511,B cell,B cell
1512,CD14+ monocyte,CD14+ monocyte
1513,CD14+ monocyte,CD14+ monocyte
1514,CD14+ monocyte,CD14+ monocyte
1515,Cytotoxic T cell,Cytotoxic T cell
1516,CD14+ monocyte,CD14+ monocyte
1517,CD14+ monocyte,CD14+ monocyte
1518,CD14+ monocyte,CD14+ monocyte
1519,CD14+ monocyte,CD14+ monocyte
1520,CD14+ monocyte,CD14+ monocyte
1521,CD4+ T cell,CD4+ T cell
1522,CD14+ monocyte,Cytotoxic T cell
1523,Cytotoxic T cell,CD4+ T cell
1524,Cytotoxic T cell,Cytotoxic T cell
1525,CD16+ monocyte,CD16+ monocyte
1526,Cytotoxic T cell,Cytotoxic T cell
1527,Cytotoxic T cell,Cytotoxic T cell
1528,CD14+ monocyte,CD14+ monocyte
1529,Cytotoxic T cell,Cytotoxic T cell
1530,CD14+ monocyte,CD14+ monocyte
1531,Cytotoxic T cell,Cytotoxic T cell
1532,B cell,B cell
1533,Cytotoxic T cell,Cytotoxic T cell
1534,CD16+ monocyte,CD16+ monocyte
1535,CD4+ T cell,Cytotoxic T cell
1536,Cytotoxic T cell,Cytotoxic T cell
1537,B cell,B cell
1538,CD14+ monocyte,CD16+ monocyte
1539,CD14+ monocyte,CD14+ monocyte
1540,Cytotoxic T cell,CD4+ T cell
1541,Natural killer cell,Cytotoxic T cell
1542,Natural killer cell,Natural killer cell
1543,CD14+ monocyte,CD14+ monocyte
1544,Cytotoxic T cell,Cytotoxic T cell
1545,CD14+ monocyte,CD14+ monocyte
1546,B cell,B cell
1547,B cell,B cell
1548,Cytotoxic T cell,Cytotoxic T cell
1549,CD14+ monocyte,CD14+ monocyte
1550,B cell,B cell
1551,CD14+ monocyte,CD16+ monocyte
1552,Cytotoxic T cell,Cytotoxic T cell
1553,Cytotoxic T cell,Cytotoxic T cell
1554,Natural killer cell,Cytotoxic T cell
1555,B cell,Plasmacytoid dendritic cell
1556,Cytotoxic T cell,Natural killer cell
1557,CD14+ monocyte,CD16+ monocyte
1558,Cytotoxic T cell,CD4+ T cell
1559,Cytotoxic T cell,Cytotoxic T cell
1560,Natural killer cell,Natural killer cell
1561,CD14+ monocyte,CD14+ monocyte
1562,CD14+ monocyte,CD14+ monocyte
1563,Natural killer cell,Natural killer cell
1564,Cytotoxic T cell,Cytotoxic T cell
1565,Cytotoxic T cell,Cytotoxic T cell
1566,CD4+ T cell,CD4+ T cell
1567,CD16+ monocyte,CD14+ monocyte
1568,CD14+ monocyte,CD14+ monocyte
1569,B cell,B cell
1570,CD4+ T cell,CD4+ T cell
1571,B cell,B cell
1572,CD4+ T cell,CD4+ T cell
1573,Cytotoxic T cell,Cytotoxic T cell
1574,CD4+ T cell,CD4+ T cell
1575,Dendritic cell,CD14+ monocyte
1576,CD14+ monocyte,CD14+ monocyte
1577,CD14+ monocyte,CD14+ monocyte
1578,CD14+ monocyte,CD14+ monocyte
1579,CD4+ T cell,CD4+ T cell
1580,CD14+ monocyte,CD14+ monocyte
1581,CD14+ monocyte,CD14+ monocyte
1582,Cytotoxic T cell,Cytotoxic T cell
1583,CD14+ monocyte,CD14+ monocyte
1584,CD14+ monocyte,CD14+ monocyte
1585,B cell,B cell
1586,CD4+ T cell,CD4+ T cell
1587,B cell,B cell
1588,Cytotoxic T cell,CD4+ T cell
1589,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
1590,CD4+ T cell,CD4+ T cell
1591,B cell,CD14+ monocyte
1592,B cell,B cell
1593,B cell,B cell
1594,CD4+ T cell,CD4+ T cell
1595,Natural killer cell,Cytotoxic T cell
1596,Cytotoxic T cell,Cytotoxic T cell
1597,B cell,Cytotoxic T cell
1598,Natural killer cell,Natural killer cell
1599,B cell,B cell
1600,CD4+ T cell,CD4+ T cell
1601,Cytotoxic T cell,Cytotoxic T cell
1602,Cytotoxic T cell,Cytotoxic T cell
1603,B cell,B cell
1604,B cell,B cell
1605,CD14+ monocyte,CD16+ monocyte
1606,B cell,B cell
1607,Cytotoxic T cell,Cytotoxic T cell
1608,B cell,B cell
1609,Megakaryocyte,Megakaryocyte
1610,Megakaryocyte,Megakaryocyte
1611,B cell,B cell
1612,CD16+ monocyte,CD16+ monocyte
1613,CD14+ monocyte,CD14+ monocyte
1614,CD4+ T cell,CD4+ T cell
1615,CD14+ monocyte,CD14+ monocyte
1616,CD14+ monocyte,CD14+ monocyte
1617,B cell,B cell
1618,Cytotoxic T cell,Cytotoxic T cell
1619,CD14+ monocyte,CD14+ monocyte
1620,B cell,B cell
1621,B cell,B cell
1622,CD14+ monocyte,CD14+ monocyte
1623,CD14+ monocyte,CD14+ monocyte
1624,Cytotoxic T cell,Cytotoxic T cell
1625,Cytotoxic T cell,Cytotoxic T cell
1626,Megakaryocyte,Megakaryocyte
1627,Cytotoxic T cell,Cytotoxic T cell
1628,CD14+ monocyte,CD14+ monocyte
1629,CD14+ monocyte,CD14+ monocyte
1630,B cell,B cell
1631,Cytotoxic T cell,Cytotoxic T cell
1632,B cell,B cell
1633,Dendritic cell,Dendritic cell
1634,B cell,Dendritic cell
1635,CD14+ monocyte,CD14+ monocyte
1636,CD4+ T cell,CD4+ T cell
1637,CD14+ monocyte,CD14+ monocyte
1638,CD14+ monocyte,CD14+ monocyte
1639,B cell,B cell
1640,B cell,B cell
1641,Cytotoxic T cell,Cytotoxic T cell
1642,Cytotoxic T cell,Cytotoxic T cell
1643,B cell,B cell
1644,CD14+ monocyte,CD14+ monocyte
1645,Cytotoxic T cell,Cytotoxic T cell
1646,Cytotoxic T cell,Cytotoxic T cell
1647,CD4+ T cell,CD4+ T cell
1648,Cytotoxic T cell,Cytotoxic T cell
1649,CD14+ monocyte,CD14+ monocyte
1650,Cytotoxic T cell,Cytotoxic T cell
1651,Cytotoxic T cell,Cytotoxic T cell
1652,B cell,B cell
1653,CD14+ monocyte,CD4+ T cell
1654,B cell,B cell
1655,Cytotoxic T cell,Cytotoxic T cell
1656,CD14+ monocyte,CD14+ monocyte
1657,Megakaryocyte,Megakaryocyte
1658,CD14+ monocyte,CD14+ monocyte
1659,CD14+ monocyte,CD14+ monocyte
1660,CD14+ monocyte,CD4+ T cell
1661,B cell,B cell
1662,Cytotoxic T cell,Cytotoxic T cell
1663,CD14+ monocyte,CD14+ monocyte
1664,Cytotoxic T cell,Cytotoxic T cell
1665,B cell,B cell
1666,CD14+ monocyte,CD14+ monocyte
1667,Cytotoxic T cell,Natural killer cell
1668,CD14+ monocyte,CD14+ monocyte
1669,CD4+ T cell,CD4+ T cell
1670,Cytotoxic T cell,Cytotoxic T cell
1671,CD14+ monocyte,CD14+ monocyte
1672,Dendritic cell,Dendritic cell
1673,B cell,B cell
1674,CD14+ monocyte,CD14+ monocyte
1675,CD14+ monocyte,CD14+ monocyte
1676,Megakaryocyte,Megakaryocyte
1677,Cytotoxic T cell,CD14+ monocyte
1678,B cell,B cell
1679,B cell,B cell
1680,CD14+ monocyte,CD14+ monocyte
1681,Cytotoxic T cell,Cytotoxic T cell
1682,CD16+ monocyte,CD16+ monocyte
1683,Cytotoxic T cell,Cytotoxic T cell
1684,Megakaryocyte,Megakaryocyte
1685,Cytotoxic T cell,Cytotoxic T cell
1686,CD4+ T cell,CD4+ T cell
1687,CD16+ monocyte,CD16+ monocyte
1688,B cell,B cell
1689,B cell,B cell
1690,CD14+ monocyte,CD14+ monocyte
1691,CD14+ monocyte,CD14+ monocyte
1692,Cytotoxic T cell,Cytotoxic T cell
1693,B cell,B cell
1694,CD4+ T cell,CD4+ T cell
1695,Dendritic cell,Dendritic cell
1696,CD14+ monocyte,B cell
1697,Cytotoxic T cell,Cytotoxic T cell
1698,B cell,B cell
1699,CD14+ monocyte,CD14+ monocyte
1700,CD14+ monocyte,CD4+ T cell
1701,CD14+ monocyte,Plasmacytoid dendritic cell
1702,CD14+ monocyte,CD14+ monocyte
1703,B cell,B cell
1704,CD14+ monocyte,CD14+ monocyte
1705,Cytotoxic T cell,Cytotoxic T cell
1706,Cytotoxic T cell,Cytotoxic T cell
1707,B cell,B cell
1708,Cytotoxic T cell,Cytotoxic T cell
1709,B cell,Dendritic cell
1710,B cell,B cell
1711,B cell,B cell
1712,Cytotoxic T cell,Cytotoxic T cell
1713,CD16+ monocyte,CD16+ monocyte
1714,Cytotoxic T cell,Natural killer cell
1715,CD4+ T cell,CD4+ T cell
1716,CD4+ T cell,CD4+ T cell
1717,CD14+ monocyte,CD14+ monocyte
1718,CD14+ monocyte,CD14+ monocyte
1719,Cytotoxic T cell,Natural killer cell
1720,CD14+ monocyte,CD14+ monocyte
1721,CD4+ T cell,CD4+ T cell
1722,Cytotoxic T cell,Cytotoxic T cell
1723,CD14+ monocyte,CD14+ monocyte
1724,B cell,B cell
1725,B cell,B cell
1726,Cytotoxic T cell,Cytotoxic T cell
1727,CD4+ T cell,CD4+ T cell
1728,CD4+ T cell,CD4+ T cell
1729,B cell,B cell
1730,CD14+ monocyte,CD14+ monocyte
1731,Natural killer cell,Natural killer cell
1732,CD14+ monocyte,Megakaryocyte
1733,Cytotoxic T cell,CD4+ T cell
1734,B cell,Cytotoxic T cell
1735,CD4+ T cell,CD4+ T cell
1736,CD14+ monocyte,CD14+ monocyte
1737,CD14+ monocyte,CD14+ monocyte
1738,B cell,B cell
1739,Cytotoxic T cell,Cytotoxic T cell
1740,Cytotoxic T cell,Cytotoxic T cell
1741,CD14+ monocyte,CD16+ monocyte
1742,CD4+ T cell,CD4+ T cell
1743,Cytotoxic T cell,Cytotoxic T cell
1744,B cell,B cell
1745,CD4+ T cell,CD4+ T cell
1746,Cytotoxic T cell,Cytotoxic T cell
1747,Natural killer cell,Natural killer cell
1748,B cell,Cytotoxic T cell
1749,B cell,B cell
1750,B cell,Dendritic cell
1751,Cytotoxic T cell,Cytotoxic T cell
1752,Cytotoxic T cell,Cytotoxic T cell
1753,CD14+ monocyte,CD14+ monocyte
1754,CD4+ T cell,CD4+ T cell
1755,CD14+ monocyte,CD14+ monocyte
1756,Cytotoxic T cell,CD4+ T cell
1757,B cell,Cytotoxic T cell
1758,Cytotoxic T cell,Cytotoxic T cell
1759,CD14+ monocyte,Cytotoxic T cell
1760,CD14+ monocyte,CD14+ monocyte
1761,Dendritic cell,CD14+ monocyte
1762,Dendritic cell,Dendritic cell
1763,Cytotoxic T cell,CD4+ T cell
1764,Natural killer cell,Natural killer cell
1765,CD4+ T cell,CD4+ T cell
1766,CD14+ monocyte,CD14+ monocyte
1767,CD4+ T cell,CD4+ T cell
1768,CD14+ monocyte,CD14+ monocyte
1769,CD14+ monocyte,CD14+ monocyte
1770,Cytotoxic T cell,Cytotoxic T cell
1771,CD14+ monocyte,CD14+ monocyte
1772,CD14+ monocyte,CD14+ monocyte
1773,Cytotoxic T cell,Megakaryocyte
1774,B cell,B cell
1775,B cell,B cell
1776,CD14+ monocyte,CD14+ monocyte
1777,Cytotoxic T cell,CD4+ T cell
1778,CD14+ monocyte,CD14+ monocyte
1779,B cell,Plasmacytoid dendritic cell
1780,CD14+ monocyte,CD14+ monocyte
1781,B cell,B cell
1782,B cell,Dendritic cell
1783,Cytotoxic T cell,Cytotoxic T cell
1784,Cytotoxic T cell,CD4+ T cell
1785,CD14+ monocyte,CD14+ monocyte
1786,CD16+ monocyte,CD16+ monocyte
1787,CD14+ monocyte,CD14+ monocyte
1788,CD4+ T cell,CD4+ T cell
1789,CD16+ monocyte,CD16+ monocyte
1790,CD14+ monocyte,CD14+ monocyte
1791,CD4+ T cell,CD4+ T cell
1792,CD14+ monocyte,CD14+ monocyte
1793,Cytotoxic T cell,Cytotoxic T cell
1794,B cell,B cell
1795,CD14+ monocyte,CD14+ monocyte
1796,Cytotoxic T cell,Cytotoxic T cell
1797,B cell,B cell
1798,Megakaryocyte,Megakaryocyte
1799,Cytotoxic T cell,Natural killer cell
1800,Cytotoxic T cell,Cytotoxic T cell
1801,Cytotoxic T cell,Cytotoxic T cell
1802,CD4+ T cell,CD4+ T cell
1803,CD4+ T cell,CD4+ T cell
1804,B cell,B cell
1805,Dendritic cell,CD4+ T cell
1806,CD14+ monocyte,CD14+ monocyte
1807,CD4+ T cell,CD4+ T cell
1808,Cytotoxic T cell,Cytotoxic T cell
1809,CD14+ monocyte,CD14+ monocyte
1810,CD14+ monocyte,CD14+ monocyte
1811,CD4+ T cell,CD4+ T cell
1812,Cytotoxic T cell,CD4+ T cell
1813,CD4+ T cell,CD4+ T cell
1814,CD16+ monocyte,CD16+ monocyte
1815,CD14+ monocyte,CD14+ monocyte
1816,CD14+ monocyte,CD14+ monocyte
1817,CD14+ monocyte,CD4+ T cell
1818,CD14+ monocyte,CD14+ monocyte
1819,Cytotoxic T cell,CD4+ T cell
1820,CD16+ monocyte,CD16+ monocyte
1821,B cell,B cell
1822,CD14+ monocyte,CD14+ monocyte
1823,CD14+ monocyte,CD14+ monocyte
1824,Cytotoxic T cell,Cytotoxic T cell
1825,CD4+ T cell,CD4+ T cell
1826,Cytotoxic T cell,Cytotoxic T cell
1827,B cell,B cell
1828,CD4+ T cell,CD4+ T cell
1829,B cell,B cell
1830,CD4+ T cell,CD4+ T cell
1831,CD14+ monocyte,Cytotoxic T cell
1832,Cytotoxic T cell,Cytotoxic T cell
1833,CD14+ monocyte,CD14+ monocyte
1834,B cell,B cell
1835,CD4+ T cell,Cytotoxic T cell
1836,CD14+ monocyte,CD14+ monocyte
1837,Dendritic cell,Dendritic cell
1838,CD4+ T cell,CD4+ T cell
1839,CD14+ monocyte,CD14+ monocyte
1840,Cytotoxic T cell,Natural killer cell
1841,CD14+ monocyte,CD14+ monocyte
1842,Natural killer cell,Natural killer cell
1843,CD4+ T cell,CD4+ T cell
1844,Megakaryocyte,Megakaryocyte
1845,B cell,Dendritic cell
1846,B cell,CD4+ T cell
1847,CD14+ monocyte,CD14+ monocyte
1848,CD14+ monocyte,CD14+ monocyte
1849,Cytotoxic T cell,Cytotoxic T cell
1850,Cytotoxic T cell,Cytotoxic T cell
1851,Cytotoxic T cell,CD4+ T cell
1852,CD4+ T cell,CD4+ T cell
1853,Cytotoxic T cell,CD4+ T cell
1854,CD16+ monocyte,CD16+ monocyte
1855,Cytotoxic T cell,CD4+ T cell
1856,CD14+ monocyte,CD14+ monocyte
1857,Cytotoxic T cell,Cytotoxic T cell
1858,Dendritic cell,Dendritic cell
1859,CD4+ T cell,CD4+ T cell
1860,CD4+ T cell,CD4+ T cell
1861,CD4+ T cell,CD4+ T cell
1862,CD14+ monocyte,CD14+ monocyte
1863,Cytotoxic T cell,CD4+ T cell
1864,Cytotoxic T cell,Cytotoxic T cell
1865,B cell,B cell
1866,Cytotoxic T cell,Cytotoxic T cell
1867,CD14+ monocyte,CD14+ monocyte
1868,CD14+ monocyte,CD14+ monocyte
1869,CD14+ monocyte,CD14+ monocyte
1870,B cell,B cell
1871,CD14+ monocyte,CD16+ monocyte
1872,Cytotoxic T cell,Cytotoxic T cell
1873,B cell,B cell
1874,B cell,B cell
1875,Cytotoxic T cell,Cytotoxic T cell
1876,B cell,B cell
1877,CD16+ monocyte,CD16+ monocyte
1878,CD14+ monocyte,CD14+ monocyte
1879,CD14+ monocyte,CD14+ monocyte
1880,CD14+ monocyte,CD14+ monocyte
1881,CD14+ monocyte,CD14+ monocyte
1882,CD14+ monocyte,CD4+ T cell
1883,Natural killer cell,Natural killer cell
1884,Cytotoxic T cell,Cytotoxic T cell
1885,Cytotoxic T cell,Cytotoxic T cell
1886,B cell,B cell
1887,CD14+ monocyte,CD14+ monocyte
1888,Dendritic cell,Dendritic cell
1889,B cell,B cell
1890,CD14+ monocyte,CD14+ monocyte
1891,Natural killer cell,Cytotoxic T cell
1892,CD14+ monocyte,CD14+ monocyte
1893,B cell,B cell
1894,Cytotoxic T cell,Cytotoxic T cell
1895,B cell,B cell
1896,CD14+ monocyte,CD14+ monocyte
1897,B cell,Dendritic cell
1898,CD4+ T cell,CD4+ T cell
1899,B cell,B cell
1900,CD14+ monocyte,CD14+ monocyte
1901,Megakaryocyte,Megakaryocyte
1902,CD16+ monocyte,CD14+ monocyte
1903,CD14+ monocyte,CD14+ monocyte
1904,CD14+ monocyte,CD14+ monocyte
1905,CD4+ T cell,CD4+ T cell
1906,CD4+ T cell,CD4+ T cell
1907,CD4+ T cell,CD4+ T cell
1908,CD14+ monocyte,CD14+ monocyte
1909,CD14+ monocyte,CD14+ monocyte
1910,CD14+ monocyte,CD14+ monocyte
1911,Megakaryocyte,Megakaryocyte
1912,CD14+ monocyte,CD14+ monocyte
1913,CD4+ T cell,CD4+ T cell
1914,B cell,Plasmacytoid dendritic cell
1915,Natural killer cell,Cytotoxic T cell
1916,CD4+ T cell,CD4+ T cell
1917,B cell,B cell
1918,Dendritic cell,CD14+ monocyte
1919,Cytotoxic T cell,Cytotoxic T cell
1920,Cytotoxic T cell,Cytotoxic T cell
1921,Cytotoxic T cell,CD4+ T cell
1922,Cytotoxic T cell,CD4+ T cell
1923,B cell,B cell
1924,CD14+ monocyte,CD14+ monocyte
1925,CD4+ T cell,CD4+ T cell
1926,CD14+ monocyte,CD14+ monocyte
1927,Cytotoxic T cell,Cytotoxic T cell
1928,Cytotoxic T cell,Cytotoxic T cell
1929,Cytotoxic T cell,Cytotoxic T cell
1930,Cytotoxic T cell,Cytotoxic T cell
1931,Cytotoxic T cell,CD4+ T cell
1932,B cell,B cell
1933,B cell,B cell
1934,Megakaryocyte,Megakaryocyte
1935,CD14+ monocyte,CD14+ monocyte
1936,B cell,B cell
1937,CD14+ monocyte,CD14+ monocyte
1938,CD14+ monocyte,CD4+ T cell
1939,CD4+ T cell,CD4+ T cell
1940,Dendritic cell,CD14+ monocyte
1941,Natural killer cell,Cytotoxic T cell
1942,CD14+ monocyte,CD14+ monocyte
1943,Cytotoxic T cell,CD4+ T cell
1944,CD14+ monocyte,CD14+ monocyte
1945,CD14+ monocyte,CD14+ monocyte
1946,Cytotoxic T cell,Cytotoxic T cell
1947,CD14+ monocyte,CD14+ monocyte
1948,B cell,B cell
1949,CD4+ T cell,CD4+ T cell
1950,CD4+ T cell,CD4+ T cell
1951,Dendritic cell,Dendritic cell
1952,CD14+ monocyte,CD14+ monocyte
1953,Cytotoxic T cell,Cytotoxic T cell
1954,B cell,B cell
1955,CD14+ monocyte,CD14+ monocyte
1956,Megakaryocyte,Megakaryocyte
1957,CD14+ monocyte,CD14+ monocyte
1958,B cell,B cell
1959,B cell,B cell
1960,Cytotoxic T cell,Cytotoxic T cell
1961,Cytotoxic T cell,Cytotoxic T cell
1962,B cell,CD4+ T cell
1963,CD14+ monocyte,CD14+ monocyte
1964,Megakaryocyte,Megakaryocyte
1965,CD14+ monocyte,CD14+ monocyte
1966,B cell,B cell
1967,CD4+ T cell,CD4+ T cell
1968,CD14+ monocyte,CD14+ monocyte
1969,B cell,B cell
1970,Cytotoxic T cell,Cytotoxic T cell
1971,CD14+ monocyte,CD14+ monocyte
1972,Cytotoxic T cell,Cytotoxic T cell
1973,CD4+ T cell,CD4+ T cell
1974,CD4+ T cell,CD4+ T cell
1975,CD14+ monocyte,CD14+ monocyte
1976,Cytotoxic T cell,Cytotoxic T cell
1977,CD4+ T cell,CD4+ T cell
1978,CD4+ T cell,CD4+ T cell
1979,Cytotoxic T cell,Cytotoxic T cell
1980,Natural killer cell,Natural killer cell
1981,Cytotoxic T cell,CD4+ T cell
1982,Cytotoxic T cell,Cytotoxic T cell
1983,CD4+ T cell,CD4+ T cell
1984,Cytotoxic T cell,Cytotoxic T cell
1985,CD14+ monocyte,CD14+ monocyte
1986,Cytotoxic T cell,Cytotoxic T cell
1987,CD14+ monocyte,CD14+ monocyte
1988,Cytotoxic T cell,Cytotoxic T cell
1989,Cytotoxic T cell,Cytotoxic T cell
1990,CD14+ monocyte,CD14+ monocyte
1991,CD4+ T cell,CD4+ T cell
1992,CD4+ T cell,CD4+ T cell
1993,Cytotoxic T cell,Cytotoxic T cell
1994,Natural killer cell,Natural killer cell
1995,CD14+ monocyte,CD14+ monocyte
1996,Cytotoxic T cell,Cytotoxic T cell
1997,Cytotoxic T cell,CD4+ T cell
1998,Cytotoxic T cell,Cytotoxic T cell
1999,CD14+ monocyte,CD14+ monocyte
2000,Cytotoxic T cell,Cytotoxic T cell
2001,CD4+ T cell,CD4+ T cell
2002,CD14+ monocyte,CD14+ monocyte
2003,Cytotoxic T cell,CD4+ T cell
2004,CD14+ monocyte,CD14+ monocyte
2005,CD14+ monocyte,Dendritic cell
2006,CD14+ monocyte,CD14+ monocyte
2007,CD14+ monocyte,CD14+ monocyte
2008,Cytotoxic T cell,Cytotoxic T cell
2009,B cell,B cell
2010,Cytotoxic T cell,CD4+ T cell
2011,CD4+ T cell,CD4+ T cell
2012,CD4+ T cell,CD4+ T cell
2013,CD16+ monocyte,CD14+ monocyte
2014,CD16+ monocyte,CD16+ monocyte
2015,CD14+ monocyte,CD14+ monocyte
2016,B cell,B cell
2017,CD14+ monocyte,CD14+ monocyte
2018,CD14+ monocyte,CD14+ monocyte
2019,Cytotoxic T cell,Cytotoxic T cell
2020,Cytotoxic T cell,CD4+ T cell
2021,CD14+ monocyte,CD14+ monocyte
2022,B cell,B cell
2023,CD14+ monocyte,CD14+ monocyte
2024,CD4+ T cell,CD4+ T cell
2025,CD4+ T cell,CD4+ T cell
2026,Dendritic cell,CD16+ monocyte
2027,Dendritic cell,CD14+ monocyte
2028,Cytotoxic T cell,Cytotoxic T cell
2029,CD4+ T cell,CD4+ T cell
2030,CD14+ monocyte,CD14+ monocyte
2031,CD4+ T cell,CD4+ T cell
2032,Cytotoxic T cell,Cytotoxic T cell
2033,B cell,B cell
2034,CD4+ T cell,CD4+ T cell
2035,CD14+ monocyte,CD14+ monocyte
2036,Cytotoxic T cell,Cytotoxic T cell
2037,B cell,B cell
2038,CD16+ monocyte,CD16+ monocyte
2039,CD14+ monocyte,CD14+ monocyte
