,pred,true
1433,B cell,B cell
1434,CD14+ monocyte,CD14+ monocyte
1435,CD4+ T cell,CD4+ T cell
1436,B cell,B cell
1437,CD4+ T cell,CD4+ T cell
1438,Cytotoxic T cell,Cytotoxic T cell
1439,Natural killer cell,Natural killer cell
1440,B cell,B cell
1441,B cell,B cell
1442,CD14+ monocyte,CD14+ monocyte
1443,Cytotoxic T cell,Cytotoxic T cell
1444,B cell,B cell
1445,Cytotoxic T cell,Cytotoxic T cell
1446,B cell,B cell
1447,B cell,B cell
1448,Natural killer cell,Natural killer cell
1449,CD4+ T cell,CD4+ T cell
1450,Cytotoxic T cell,Cytotoxic T cell
1451,CD4+ T cell,CD4+ T cell
1452,Natural killer cell,Natural killer cell
1453,CD4+ T cell,CD4+ T cell
1454,CD4+ T cell,CD4+ T cell
1455,CD4+ T cell,CD4+ T cell
1456,CD4+ T cell,Cytotoxic T cell
1457,B cell,B cell
1458,B cell,B cell
1459,Cytotoxic T cell,CD4+ T cell
1460,CD4+ T cell,CD4+ T cell
1461,Cytotoxic T cell,Cytotoxic T cell
1462,Cytotoxic T cell,Cytotoxic T cell
1463,CD16+ monocyte,CD16+ monocyte
1464,CD4+ T cell,CD4+ T cell
1465,Cytotoxic T cell,Cytotoxic T cell
1466,Cytotoxic T cell,CD4+ T cell
1467,Cytotoxic T cell,Cytotoxic T cell
1468,B cell,B cell
1469,Cytotoxic T cell,Cytotoxic T cell
1470,B cell,B cell
1471,Cytotoxic T cell,Cytotoxic T cell
1472,B cell,B cell
1473,CD14+ monocyte,CD14+ monocyte
1474,CD14+ monocyte,CD14+ monocyte
1475,Cytotoxic T cell,CD4+ T cell
1476,Cytotoxic T cell,Cytotoxic T cell
1477,Cytotoxic T cell,Cytotoxic T cell
1478,Cytotoxic T cell,Cytotoxic T cell
1479,CD4+ T cell,CD4+ T cell
1480,B cell,B cell
1481,CD4+ T cell,CD4+ T cell
1482,Cytotoxic T cell,Cytotoxic T cell
1483,Cytotoxic T cell,Cytotoxic T cell
1484,CD4+ T cell,CD4+ T cell
1485,Cytotoxic T cell,CD4+ T cell
1486,Dendritic cell,Dendritic cell
1487,CD4+ T cell,Cytotoxic T cell
1488,Cytotoxic T cell,Cytotoxic T cell
1489,B cell,B cell
1490,Cytotoxic T cell,Cytotoxic T cell
1491,Cytotoxic T cell,Cytotoxic T cell
1492,Cytotoxic T cell,Cytotoxic T cell
1493,B cell,B cell
1494,Cytotoxic T cell,Cytotoxic T cell
1495,Cytotoxic T cell,Cytotoxic T cell
1496,Cytotoxic T cell,Cytotoxic T cell
1497,CD4+ T cell,CD4+ T cell
1498,CD14+ monocyte,CD16+ monocyte
1499,Cytotoxic T cell,Cytotoxic T cell
1500,Cytotoxic T cell,CD4+ T cell
1501,Cytotoxic T cell,Cytotoxic T cell
1502,B cell,CD14+ monocyte
1503,CD4+ T cell,CD4+ T cell
1504,Cytotoxic T cell,Natural killer cell
1505,CD4+ T cell,CD4+ T cell
1506,Megakaryocyte,Megakaryocyte
1507,CD4+ T cell,CD4+ T cell
1508,B cell,B cell
1509,CD4+ T cell,CD4+ T cell
1510,CD4+ T cell,CD4+ T cell
1511,CD14+ monocyte,CD14+ monocyte
1512,Cytotoxic T cell,Natural killer cell
1513,CD4+ T cell,CD4+ T cell
1514,Cytotoxic T cell,Cytotoxic T cell
1515,CD4+ T cell,CD4+ T cell
1516,CD14+ monocyte,CD14+ monocyte
1517,Cytotoxic T cell,CD4+ T cell
1518,B cell,B cell
1519,Natural killer cell,Natural killer cell
1520,B cell,B cell
1521,Natural killer cell,Natural killer cell
1522,Cytotoxic T cell,Cytotoxic T cell
1523,B cell,B cell
1524,Cytotoxic T cell,Cytotoxic T cell
1525,Cytotoxic T cell,CD4+ T cell
1526,Cytotoxic T cell,Cytotoxic T cell
1527,CD4+ T cell,CD4+ T cell
1528,B cell,B cell
1529,Cytotoxic T cell,Cytotoxic T cell
1530,Cytotoxic T cell,Cytotoxic T cell
1531,Cytotoxic T cell,Cytotoxic T cell
1532,Cytotoxic T cell,Cytotoxic T cell
1533,CD4+ T cell,CD4+ T cell
1534,Cytotoxic T cell,Natural killer cell
1535,Natural killer cell,Natural killer cell
1536,CD16+ monocyte,CD16+ monocyte
1537,CD4+ T cell,CD4+ T cell
1538,Cytotoxic T cell,CD4+ T cell
1539,Cytotoxic T cell,Natural killer cell
1540,B cell,B cell
1541,B cell,B cell
1542,Cytotoxic T cell,Cytotoxic T cell
1543,CD4+ T cell,CD4+ T cell
1544,CD4+ T cell,CD4+ T cell
1545,CD4+ T cell,CD4+ T cell
1546,CD4+ T cell,CD4+ T cell
1547,Cytotoxic T cell,Cytotoxic T cell
1548,Plasmacytoid dendritic cell,CD14+ monocyte
1549,Cytotoxic T cell,Cytotoxic T cell
1550,CD4+ T cell,CD4+ T cell
1551,Cytotoxic T cell,Cytotoxic T cell
1552,Cytotoxic T cell,Natural killer cell
1553,Natural killer cell,Natural killer cell
1554,CD4+ T cell,CD4+ T cell
1555,Cytotoxic T cell,Cytotoxic T cell
1556,Cytotoxic T cell,Cytotoxic T cell
1557,Cytotoxic T cell,Cytotoxic T cell
1558,Cytotoxic T cell,Cytotoxic T cell
1559,Cytotoxic T cell,Cytotoxic T cell
1560,Cytotoxic T cell,CD4+ T cell
1561,Cytotoxic T cell,Cytotoxic T cell
1562,CD4+ T cell,CD4+ T cell
1563,Cytotoxic T cell,Cytotoxic T cell
1564,B cell,B cell
1565,B cell,B cell
1566,Cytotoxic T cell,Cytotoxic T cell
1567,CD4+ T cell,CD4+ T cell
1568,Cytotoxic T cell,Cytotoxic T cell
1569,B cell,B cell
1570,B cell,B cell
1571,Cytotoxic T cell,Cytotoxic T cell
1572,Natural killer cell,Natural killer cell
1573,Cytotoxic T cell,Cytotoxic T cell
1574,Cytotoxic T cell,Cytotoxic T cell
1575,CD14+ monocyte,CD14+ monocyte
1576,CD4+ T cell,CD4+ T cell
1577,CD4+ T cell,CD4+ T cell
1578,CD4+ T cell,CD4+ T cell
1579,B cell,B cell
1580,B cell,B cell
1581,B cell,B cell
1582,CD4+ T cell,CD4+ T cell
1583,Cytotoxic T cell,Cytotoxic T cell
1584,Cytotoxic T cell,Cytotoxic T cell
1585,CD4+ T cell,CD4+ T cell
1586,Cytotoxic T cell,Cytotoxic T cell
1587,CD4+ T cell,CD4+ T cell
1588,CD4+ T cell,CD4+ T cell
1589,B cell,B cell
1590,CD4+ T cell,CD4+ T cell
1591,CD4+ T cell,CD4+ T cell
1592,Cytotoxic T cell,Cytotoxic T cell
1593,Cytotoxic T cell,Natural killer cell
1594,CD4+ T cell,CD4+ T cell
1595,Cytotoxic T cell,Cytotoxic T cell
1596,Cytotoxic T cell,Cytotoxic T cell
1597,CD16+ monocyte,CD16+ monocyte
1598,B cell,B cell
1599,Cytotoxic T cell,CD4+ T cell
1600,Cytotoxic T cell,Cytotoxic T cell
1601,B cell,B cell
1602,CD4+ T cell,Cytotoxic T cell
1603,CD4+ T cell,CD4+ T cell
1604,CD4+ T cell,CD14+ monocyte
1605,Cytotoxic T cell,Cytotoxic T cell
1606,B cell,B cell
1607,B cell,B cell
1608,B cell,B cell
1609,Cytotoxic T cell,Cytotoxic T cell
1610,CD4+ T cell,CD4+ T cell
1611,B cell,B cell
1612,Cytotoxic T cell,Cytotoxic T cell
1613,CD4+ T cell,CD4+ T cell
1614,Cytotoxic T cell,Cytotoxic T cell
1615,Cytotoxic T cell,Cytotoxic T cell
1616,CD14+ monocyte,CD14+ monocyte
1617,CD4+ T cell,Cytotoxic T cell
1618,CD14+ monocyte,CD14+ monocyte
1619,B cell,B cell
1620,Cytotoxic T cell,Cytotoxic T cell
1621,CD16+ monocyte,CD16+ monocyte
1622,B cell,B cell
1623,CD4+ T cell,CD4+ T cell
1624,Cytotoxic T cell,Natural killer cell
1625,Cytotoxic T cell,Cytotoxic T cell
1626,CD14+ monocyte,CD14+ monocyte
1627,Cytotoxic T cell,Cytotoxic T cell
1628,Cytotoxic T cell,Cytotoxic T cell
1629,Cytotoxic T cell,Cytotoxic T cell
1630,B cell,B cell
1631,B cell,B cell
1632,CD4+ T cell,CD4+ T cell
1633,Natural killer cell,Natural killer cell
1634,CD14+ monocyte,CD14+ monocyte
1635,CD16+ monocyte,CD16+ monocyte
1636,CD4+ T cell,CD4+ T cell
1637,CD4+ T cell,CD4+ T cell
1638,Cytotoxic T cell,CD4+ T cell
1639,CD4+ T cell,CD4+ T cell
1640,CD14+ monocyte,CD16+ monocyte
1641,B cell,B cell
1642,Natural killer cell,Natural killer cell
1643,Natural killer cell,Natural killer cell
1644,Cytotoxic T cell,Cytotoxic T cell
1645,Cytotoxic T cell,Cytotoxic T cell
1646,Cytotoxic T cell,Cytotoxic T cell
1647,B cell,B cell
1648,B cell,B cell
1649,B cell,B cell
1650,CD4+ T cell,CD4+ T cell
1651,B cell,B cell
1652,CD4+ T cell,CD4+ T cell
1653,CD4+ T cell,CD4+ T cell
1654,B cell,B cell
1655,CD4+ T cell,CD4+ T cell
1656,Cytotoxic T cell,Cytotoxic T cell
1657,B cell,B cell
1658,B cell,B cell
1659,Cytotoxic T cell,Cytotoxic T cell
1660,CD4+ T cell,Cytotoxic T cell
1661,Cytotoxic T cell,Cytotoxic T cell
1662,Cytotoxic T cell,Cytotoxic T cell
1663,Cytotoxic T cell,Cytotoxic T cell
1664,Cytotoxic T cell,Cytotoxic T cell
1665,CD4+ T cell,CD4+ T cell
1666,CD4+ T cell,CD4+ T cell
1667,Cytotoxic T cell,Cytotoxic T cell
1668,CD4+ T cell,CD4+ T cell
1669,CD4+ T cell,CD4+ T cell
1670,B cell,B cell
1671,B cell,B cell
1672,CD16+ monocyte,CD16+ monocyte
1673,Cytotoxic T cell,Cytotoxic T cell
1674,B cell,B cell
1675,Cytotoxic T cell,Cytotoxic T cell
1676,Natural killer cell,Natural killer cell
1677,CD4+ T cell,CD4+ T cell
1678,CD4+ T cell,CD4+ T cell
1679,B cell,B cell
1680,Cytotoxic T cell,Cytotoxic T cell
1681,CD4+ T cell,CD4+ T cell
1682,Cytotoxic T cell,Natural killer cell
1683,Cytotoxic T cell,Cytotoxic T cell
1684,Cytotoxic T cell,Cytotoxic T cell
1685,CD4+ T cell,CD4+ T cell
1686,B cell,B cell
1687,CD4+ T cell,CD4+ T cell
1688,CD4+ T cell,CD4+ T cell
1689,Cytotoxic T cell,Cytotoxic T cell
1690,Cytotoxic T cell,CD14+ monocyte
1691,B cell,B cell
1692,CD4+ T cell,CD4+ T cell
1693,Cytotoxic T cell,Cytotoxic T cell
1694,CD4+ T cell,CD4+ T cell
1695,Cytotoxic T cell,Cytotoxic T cell
1696,Cytotoxic T cell,Cytotoxic T cell
1697,Cytotoxic T cell,Cytotoxic T cell
1698,B cell,B cell
1699,CD4+ T cell,CD4+ T cell
1700,CD14+ monocyte,CD14+ monocyte
1701,Cytotoxic T cell,Cytotoxic T cell
1702,Natural killer cell,Natural killer cell
1703,CD4+ T cell,CD4+ T cell
1704,B cell,B cell
1705,CD4+ T cell,CD4+ T cell
1706,Cytotoxic T cell,Cytotoxic T cell
1707,B cell,B cell
1708,Cytotoxic T cell,Cytotoxic T cell
1709,CD4+ T cell,CD4+ T cell
1710,Cytotoxic T cell,Cytotoxic T cell
1711,CD4+ T cell,CD4+ T cell
1712,CD4+ T cell,CD4+ T cell
1713,CD4+ T cell,CD4+ T cell
1714,CD4+ T cell,CD4+ T cell
1715,Natural killer cell,Natural killer cell
1716,CD16+ monocyte,CD16+ monocyte
1717,Cytotoxic T cell,Cytotoxic T cell
1718,Cytotoxic T cell,Cytotoxic T cell
1719,Cytotoxic T cell,Cytotoxic T cell
1720,B cell,B cell
1721,B cell,B cell
1722,B cell,B cell
1723,Cytotoxic T cell,Cytotoxic T cell
1724,B cell,B cell
1725,B cell,B cell
1726,B cell,B cell
1727,B cell,B cell
1728,Cytotoxic T cell,Cytotoxic T cell
1729,CD4+ T cell,CD4+ T cell
1730,Cytotoxic T cell,Cytotoxic T cell
1731,CD4+ T cell,CD4+ T cell
1732,Cytotoxic T cell,CD4+ T cell
1733,B cell,CD14+ monocyte
1734,Cytotoxic T cell,Cytotoxic T cell
1735,Cytotoxic T cell,CD4+ T cell
1736,CD14+ monocyte,CD14+ monocyte
1737,Natural killer cell,Natural killer cell
1738,B cell,B cell
1739,Cytotoxic T cell,Cytotoxic T cell
1740,Cytotoxic T cell,Cytotoxic T cell
1741,B cell,B cell
1742,B cell,B cell
1743,CD4+ T cell,CD4+ T cell
1744,B cell,B cell
1745,B cell,B cell
1746,Cytotoxic T cell,Cytotoxic T cell
1747,Cytotoxic T cell,Cytotoxic T cell
1748,CD4+ T cell,CD4+ T cell
1749,CD14+ monocyte,Dendritic cell
1750,CD4+ T cell,CD4+ T cell
1751,Cytotoxic T cell,CD4+ T cell
1752,CD4+ T cell,CD4+ T cell
1753,Cytotoxic T cell,Cytotoxic T cell
1754,B cell,B cell
1755,Cytotoxic T cell,Cytotoxic T cell
1756,Cytotoxic T cell,Cytotoxic T cell
1757,Cytotoxic T cell,Natural killer cell
1758,B cell,B cell
1759,Cytotoxic T cell,Cytotoxic T cell
1760,B cell,B cell
1761,Cytotoxic T cell,Cytotoxic T cell
1762,Cytotoxic T cell,CD4+ T cell
1763,Cytotoxic T cell,Cytotoxic T cell
1764,Natural killer cell,Natural killer cell
1765,B cell,B cell
1766,CD4+ T cell,CD4+ T cell
1767,CD4+ T cell,CD4+ T cell
1768,B cell,B cell
1769,CD14+ monocyte,CD14+ monocyte
1770,CD4+ T cell,CD4+ T cell
1771,B cell,CD4+ T cell
1772,CD14+ monocyte,CD14+ monocyte
1773,Natural killer cell,Natural killer cell
1774,Cytotoxic T cell,Cytotoxic T cell
1775,Cytotoxic T cell,Cytotoxic T cell
1776,CD4+ T cell,CD4+ T cell
1777,CD4+ T cell,CD4+ T cell
1778,CD4+ T cell,CD4+ T cell
1779,CD14+ monocyte,CD14+ monocyte
1780,CD4+ T cell,CD4+ T cell
1781,Cytotoxic T cell,Cytotoxic T cell
1782,Natural killer cell,Natural killer cell
1783,Cytotoxic T cell,Cytotoxic T cell
1784,CD4+ T cell,CD14+ monocyte
1785,Cytotoxic T cell,Cytotoxic T cell
1786,Natural killer cell,Natural killer cell
1787,CD14+ monocyte,CD14+ monocyte
1788,CD4+ T cell,CD4+ T cell
1789,Natural killer cell,Natural killer cell
1790,B cell,B cell
1791,B cell,B cell
1792,Cytotoxic T cell,Natural killer cell
1793,B cell,B cell
1794,CD4+ T cell,CD4+ T cell
1795,Natural killer cell,Natural killer cell
1796,CD4+ T cell,CD4+ T cell
1797,B cell,B cell
1798,Cytotoxic T cell,Cytotoxic T cell
1799,CD4+ T cell,CD4+ T cell
1800,B cell,B cell
1801,Cytotoxic T cell,Cytotoxic T cell
1802,CD4+ T cell,CD4+ T cell
1803,CD4+ T cell,CD4+ T cell
1804,Cytotoxic T cell,CD4+ T cell
1805,Cytotoxic T cell,Cytotoxic T cell
1806,Cytotoxic T cell,Cytotoxic T cell
1807,Natural killer cell,Natural killer cell
1808,Natural killer cell,Natural killer cell
1809,CD4+ T cell,CD4+ T cell
1810,Cytotoxic T cell,Natural killer cell
1811,B cell,B cell
1812,CD14+ monocyte,CD14+ monocyte
1813,Plasmacytoid dendritic cell,B cell
1814,B cell,B cell
1815,B cell,B cell
1816,Cytotoxic T cell,Cytotoxic T cell
1817,CD4+ T cell,CD4+ T cell
1818,Natural killer cell,Natural killer cell
1819,CD4+ T cell,CD4+ T cell
1820,CD4+ T cell,CD4+ T cell
1821,CD4+ T cell,CD4+ T cell
1822,CD14+ monocyte,CD14+ monocyte
1823,Natural killer cell,Natural killer cell
1824,CD4+ T cell,CD4+ T cell
1825,B cell,B cell
1826,CD14+ monocyte,CD14+ monocyte
1827,B cell,B cell
1828,Cytotoxic T cell,Cytotoxic T cell
1829,Cytotoxic T cell,Cytotoxic T cell
1830,CD4+ T cell,CD4+ T cell
1831,Cytotoxic T cell,Cytotoxic T cell
1832,Cytotoxic T cell,Cytotoxic T cell
1833,B cell,B cell
1834,B cell,B cell
1835,CD4+ T cell,CD4+ T cell
1836,Cytotoxic T cell,Cytotoxic T cell
1837,Cytotoxic T cell,Cytotoxic T cell
1838,CD4+ T cell,CD4+ T cell
1839,Cytotoxic T cell,Cytotoxic T cell
1840,Cytotoxic T cell,Cytotoxic T cell
1841,Cytotoxic T cell,Cytotoxic T cell
1842,Cytotoxic T cell,CD4+ T cell
1843,CD14+ monocyte,CD16+ monocyte
1844,CD4+ T cell,CD4+ T cell
1845,B cell,B cell
1846,CD4+ T cell,CD4+ T cell
1847,Cytotoxic T cell,Cytotoxic T cell
1848,CD4+ T cell,CD4+ T cell
1849,Natural killer cell,Natural killer cell
1850,B cell,B cell
1851,Natural killer cell,Natural killer cell
1852,CD4+ T cell,CD4+ T cell
1853,CD14+ monocyte,CD16+ monocyte
1854,Cytotoxic T cell,Cytotoxic T cell
1855,Cytotoxic T cell,Cytotoxic T cell
1856,CD4+ T cell,CD4+ T cell
1857,Cytotoxic T cell,Natural killer cell
1858,B cell,B cell
1859,CD4+ T cell,CD4+ T cell
1860,B cell,B cell
1861,Cytotoxic T cell,Cytotoxic T cell
1862,Cytotoxic T cell,Cytotoxic T cell
1863,CD16+ monocyte,CD16+ monocyte
1864,Cytotoxic T cell,Cytotoxic T cell
1865,Cytotoxic T cell,Cytotoxic T cell
1866,CD4+ T cell,CD4+ T cell
1867,CD4+ T cell,CD4+ T cell
1868,Natural killer cell,Cytotoxic T cell
1869,CD4+ T cell,CD4+ T cell
1870,CD14+ monocyte,CD16+ monocyte
1871,CD14+ monocyte,CD14+ monocyte
1872,CD4+ T cell,CD4+ T cell
1873,Cytotoxic T cell,Cytotoxic T cell
1874,CD4+ T cell,CD4+ T cell
1875,Cytotoxic T cell,Cytotoxic T cell
1876,Cytotoxic T cell,CD14+ monocyte
1877,Cytotoxic T cell,Cytotoxic T cell
1878,CD4+ T cell,CD4+ T cell
1879,Cytotoxic T cell,CD4+ T cell
1880,CD4+ T cell,CD4+ T cell
1881,CD4+ T cell,CD4+ T cell
1882,Cytotoxic T cell,CD4+ T cell
1883,B cell,B cell
1884,Cytotoxic T cell,Cytotoxic T cell
1885,Dendritic cell,CD14+ monocyte
1886,Cytotoxic T cell,Cytotoxic T cell
1887,CD4+ T cell,CD4+ T cell
1888,CD4+ T cell,CD4+ T cell
1889,CD4+ T cell,CD4+ T cell
1890,B cell,B cell
1891,Cytotoxic T cell,Cytotoxic T cell
1892,B cell,B cell
1893,CD16+ monocyte,CD16+ monocyte
1894,Cytotoxic T cell,Cytotoxic T cell
1895,Cytotoxic T cell,Cytotoxic T cell
1896,Cytotoxic T cell,Natural killer cell
1897,CD4+ T cell,CD4+ T cell
1898,CD4+ T cell,CD4+ T cell
1899,Cytotoxic T cell,Cytotoxic T cell
1900,Cytotoxic T cell,Natural killer cell
1901,CD4+ T cell,CD4+ T cell
1902,Cytotoxic T cell,Cytotoxic T cell
1903,CD4+ T cell,CD4+ T cell
1904,CD4+ T cell,CD4+ T cell
1905,Cytotoxic T cell,Natural killer cell
1906,CD4+ T cell,CD4+ T cell
1907,Cytotoxic T cell,Natural killer cell
1908,Cytotoxic T cell,Natural killer cell
1909,Cytotoxic T cell,CD4+ T cell
1910,Cytotoxic T cell,Cytotoxic T cell
1911,CD4+ T cell,CD4+ T cell
1912,CD14+ monocyte,CD14+ monocyte
1913,CD4+ T cell,CD4+ T cell
1914,B cell,B cell
1915,CD4+ T cell,CD4+ T cell
1916,B cell,B cell
1917,CD4+ T cell,CD4+ T cell
1918,CD4+ T cell,CD4+ T cell
1919,Cytotoxic T cell,Cytotoxic T cell
1920,Cytotoxic T cell,Cytotoxic T cell
1921,B cell,B cell
1922,CD4+ T cell,CD4+ T cell
1923,B cell,B cell
1924,CD4+ T cell,CD4+ T cell
1925,Cytotoxic T cell,Cytotoxic T cell
1926,B cell,B cell
1927,CD4+ T cell,CD4+ T cell
1928,B cell,B cell
1929,Cytotoxic T cell,Cytotoxic T cell
1930,Cytotoxic T cell,Cytotoxic T cell
1931,Natural killer cell,Natural killer cell
1932,Cytotoxic T cell,Natural killer cell
1933,Cytotoxic T cell,Cytotoxic T cell
1934,Cytotoxic T cell,Cytotoxic T cell
1935,Cytotoxic T cell,Cytotoxic T cell
1936,Cytotoxic T cell,Cytotoxic T cell
1937,B cell,B cell
1938,Cytotoxic T cell,Cytotoxic T cell
1939,B cell,B cell
1940,Cytotoxic T cell,CD4+ T cell
1941,CD4+ T cell,CD4+ T cell
1942,CD4+ T cell,CD4+ T cell
1943,CD4+ T cell,CD4+ T cell
1944,B cell,B cell
1945,Cytotoxic T cell,CD4+ T cell
1946,B cell,B cell
1947,CD4+ T cell,CD4+ T cell
1948,Cytotoxic T cell,CD4+ T cell
1949,Cytotoxic T cell,Cytotoxic T cell
1950,Cytotoxic T cell,Cytotoxic T cell
1951,Cytotoxic T cell,Cytotoxic T cell
1952,B cell,B cell
1953,CD4+ T cell,CD4+ T cell
1954,Cytotoxic T cell,Cytotoxic T cell
1955,Cytotoxic T cell,CD4+ T cell
1956,Cytotoxic T cell,Cytotoxic T cell
1957,B cell,B cell
1958,Megakaryocyte,Megakaryocyte
1959,Cytotoxic T cell,B cell
1960,CD4+ T cell,CD4+ T cell
1961,B cell,B cell
1962,B cell,B cell
1963,CD14+ monocyte,CD14+ monocyte
1964,CD4+ T cell,CD4+ T cell
1965,Cytotoxic T cell,Cytotoxic T cell
1966,Cytotoxic T cell,Cytotoxic T cell
1967,Natural killer cell,Natural killer cell
1968,CD4+ T cell,CD4+ T cell
1969,Cytotoxic T cell,Cytotoxic T cell
1970,Cytotoxic T cell,CD4+ T cell
1971,CD4+ T cell,CD4+ T cell
1972,Cytotoxic T cell,Cytotoxic T cell
1973,B cell,B cell
1974,B cell,B cell
1975,CD4+ T cell,CD4+ T cell
1976,Natural killer cell,Natural killer cell
1977,Natural killer cell,Natural killer cell
1978,CD14+ monocyte,Dendritic cell
1979,Natural killer cell,Natural killer cell
1980,CD4+ T cell,Cytotoxic T cell
1981,Dendritic cell,CD14+ monocyte
1982,Cytotoxic T cell,Natural killer cell
1983,B cell,B cell
1984,B cell,B cell
1985,Cytotoxic T cell,Natural killer cell
1986,CD4+ T cell,CD4+ T cell
1987,CD4+ T cell,CD4+ T cell
1988,Natural killer cell,Natural killer cell
1989,Cytotoxic T cell,Cytotoxic T cell
1990,CD4+ T cell,CD4+ T cell
1991,Cytotoxic T cell,Cytotoxic T cell
1992,CD4+ T cell,CD4+ T cell
1993,Cytotoxic T cell,Cytotoxic T cell
1994,Cytotoxic T cell,Cytotoxic T cell
1995,Cytotoxic T cell,Natural killer cell
1996,Cytotoxic T cell,CD4+ T cell
1997,Natural killer cell,Natural killer cell
1998,Cytotoxic T cell,Cytotoxic T cell
1999,Cytotoxic T cell,Cytotoxic T cell
2000,Cytotoxic T cell,Cytotoxic T cell
2001,Cytotoxic T cell,CD4+ T cell
2002,Cytotoxic T cell,Cytotoxic T cell
2003,CD4+ T cell,CD4+ T cell
2004,B cell,B cell
2005,CD14+ monocyte,CD14+ monocyte
2006,Cytotoxic T cell,Cytotoxic T cell
2007,Cytotoxic T cell,Natural killer cell
2008,Cytotoxic T cell,Cytotoxic T cell
2009,CD4+ T cell,CD4+ T cell
2010,Cytotoxic T cell,CD4+ T cell
2011,CD4+ T cell,CD4+ T cell
2012,CD4+ T cell,CD4+ T cell
2013,CD14+ monocyte,CD14+ monocyte
2014,CD4+ T cell,CD4+ T cell
2015,CD4+ T cell,CD4+ T cell
2016,Cytotoxic T cell,B cell
2017,Cytotoxic T cell,CD4+ T cell
2018,Cytotoxic T cell,B cell
2019,CD4+ T cell,CD4+ T cell
2020,Cytotoxic T cell,Cytotoxic T cell
2021,Cytotoxic T cell,Cytotoxic T cell
2022,Cytotoxic T cell,Cytotoxic T cell
2023,Cytotoxic T cell,Natural killer cell
2024,CD4+ T cell,CD4+ T cell
2025,Cytotoxic T cell,Cytotoxic T cell
2026,Plasmacytoid dendritic cell,B cell
2027,CD4+ T cell,CD4+ T cell
2028,CD4+ T cell,CD4+ T cell
2029,CD4+ T cell,CD4+ T cell
2030,B cell,B cell
2031,Cytotoxic T cell,Cytotoxic T cell
2032,B cell,B cell
2033,B cell,B cell
2034,Cytotoxic T cell,Cytotoxic T cell
2035,Cytotoxic T cell,Cytotoxic T cell
2036,B cell,B cell
2037,CD4+ T cell,CD4+ T cell
2038,B cell,B cell
2039,Cytotoxic T cell,Cytotoxic T cell
2040,Cytotoxic T cell,Cytotoxic T cell
2041,B cell,B cell
2042,Cytotoxic T cell,Natural killer cell
2043,CD16+ monocyte,CD16+ monocyte
2044,Cytotoxic T cell,Cytotoxic T cell
2045,Cytotoxic T cell,Cytotoxic T cell
2046,Natural killer cell,Natural killer cell
2047,B cell,B cell
2048,CD4+ T cell,CD4+ T cell
2049,CD4+ T cell,CD4+ T cell
2050,Cytotoxic T cell,Cytotoxic T cell
2051,CD4+ T cell,CD4+ T cell
2052,Cytotoxic T cell,B cell
2053,Cytotoxic T cell,Cytotoxic T cell
2054,CD4+ T cell,CD4+ T cell
2055,CD4+ T cell,CD4+ T cell
2056,Natural killer cell,Natural killer cell
2057,CD4+ T cell,CD4+ T cell
2058,Cytotoxic T cell,Cytotoxic T cell
2059,Cytotoxic T cell,Cytotoxic T cell
2060,CD4+ T cell,CD4+ T cell
2061,Cytotoxic T cell,Cytotoxic T cell
2062,Cytotoxic T cell,Cytotoxic T cell
2063,B cell,B cell
2064,Cytotoxic T cell,Natural killer cell
2065,B cell,B cell
2066,B cell,B cell
2067,B cell,B cell
2068,Cytotoxic T cell,Cytotoxic T cell
2069,CD4+ T cell,CD4+ T cell
2070,B cell,B cell
2071,CD4+ T cell,Cytotoxic T cell
2072,CD4+ T cell,CD4+ T cell
2073,Cytotoxic T cell,Cytotoxic T cell
2074,CD14+ monocyte,CD14+ monocyte
2075,CD4+ T cell,CD4+ T cell
2076,CD4+ T cell,CD4+ T cell
2077,CD4+ T cell,CD4+ T cell
2078,Cytotoxic T cell,Cytotoxic T cell
2079,Cytotoxic T cell,Cytotoxic T cell
2080,Cytotoxic T cell,Cytotoxic T cell
2081,CD4+ T cell,CD4+ T cell
2082,CD4+ T cell,CD4+ T cell
2083,Cytotoxic T cell,Cytotoxic T cell
2084,B cell,B cell
2085,Cytotoxic T cell,Cytotoxic T cell
2086,CD16+ monocyte,CD16+ monocyte
2087,Cytotoxic T cell,CD4+ T cell
2088,Cytotoxic T cell,Cytotoxic T cell
2089,CD14+ monocyte,CD16+ monocyte
2090,Cytotoxic T cell,Cytotoxic T cell
2091,Cytotoxic T cell,Cytotoxic T cell
2092,B cell,B cell
2093,CD14+ monocyte,CD14+ monocyte
2094,Cytotoxic T cell,Cytotoxic T cell
2095,CD4+ T cell,CD4+ T cell
2096,Natural killer cell,Natural killer cell
2097,CD4+ T cell,CD4+ T cell
2098,B cell,B cell
2099,B cell,B cell
2100,Cytotoxic T cell,CD4+ T cell
2101,Natural killer cell,Natural killer cell
2102,Cytotoxic T cell,Cytotoxic T cell
2103,B cell,B cell
2104,CD4+ T cell,CD4+ T cell
2105,CD14+ monocyte,CD14+ monocyte
2106,CD4+ T cell,CD4+ T cell
2107,Cytotoxic T cell,CD4+ T cell
2108,Cytotoxic T cell,Cytotoxic T cell
2109,Cytotoxic T cell,Cytotoxic T cell
2110,Cytotoxic T cell,Cytotoxic T cell
2111,B cell,B cell
2112,CD4+ T cell,CD4+ T cell
2113,B cell,B cell
2114,CD4+ T cell,CD4+ T cell
2115,B cell,B cell
2116,B cell,B cell
2117,Cytotoxic T cell,CD4+ T cell
