,pred,true
1349,CD4+ T cell,CD4+ T cell
1350,B cell,B cell
1351,CD14+ monocyte,CD14+ monocyte
1352,Cytotoxic T cell,Cytotoxic T cell
1353,CD16+ monocyte,CD14+ monocyte
1354,CD4+ T cell,CD4+ T cell
1355,CD4+ T cell,Cytotoxic T cell
1356,CD14+ monocyte,CD14+ monocyte
1357,CD14+ monocyte,CD14+ monocyte
1358,Cytotoxic T cell,Cytotoxic T cell
1359,CD14+ monocyte,CD14+ monocyte
1360,CD4+ T cell,CD4+ T cell
1361,B cell,B cell
1362,CD4+ T cell,Cytotoxic T cell
1363,CD14+ monocyte,CD14+ monocyte
1364,B cell,B cell
1365,Cytotoxic T cell,Cytotoxic T cell
1366,CD4+ T cell,CD4+ T cell
1367,CD16+ monocyte,CD14+ monocyte
1368,Cytotoxic T cell,Cytotoxic T cell
1369,Cytotoxic T cell,CD14+ monocyte
1370,B cell,B cell
1371,B cell,B cell
1372,B cell,B cell
1373,B cell,B cell
1374,B cell,B cell
1375,Cytotoxic T cell,Cytotoxic T cell
1376,Cytotoxic T cell,Cytotoxic T cell
1377,B cell,CD4+ T cell
1378,Cytotoxic T cell,Cytotoxic T cell
1379,CD4+ T cell,CD4+ T cell
1380,CD4+ T cell,CD14+ monocyte
1381,Cytotoxic T cell,Cytotoxic T cell
1382,CD14+ monocyte,CD14+ monocyte
1383,CD4+ T cell,CD14+ monocyte
1384,CD4+ T cell,CD4+ T cell
1385,Cytotoxic T cell,Cytotoxic T cell
1386,B cell,B cell
1387,Cytotoxic T cell,Cytotoxic T cell
1388,CD14+ monocyte,CD14+ monocyte
1389,CD14+ monocyte,CD14+ monocyte
1390,B cell,B cell
1391,CD4+ T cell,CD4+ T cell
1392,CD14+ monocyte,CD14+ monocyte
1393,Cytotoxic T cell,Cytotoxic T cell
1394,CD14+ monocyte,CD14+ monocyte
1395,CD4+ T cell,CD4+ T cell
1396,B cell,B cell
1397,Cytotoxic T cell,CD4+ T cell
1398,Cytotoxic T cell,Cytotoxic T cell
1399,Cytotoxic T cell,Cytotoxic T cell
1400,B cell,B cell
1401,Cytotoxic T cell,Cytotoxic T cell
1402,Cytotoxic T cell,Cytotoxic T cell
1403,B cell,B cell
1404,CD4+ T cell,Cytotoxic T cell
1405,CD4+ T cell,Cytotoxic T cell
1406,CD4+ T cell,Cytotoxic T cell
1407,Cytotoxic T cell,Cytotoxic T cell
1408,Cytotoxic T cell,Cytotoxic T cell
1409,CD4+ T cell,CD4+ T cell
1410,Cytotoxic T cell,Cytotoxic T cell
1411,CD4+ T cell,CD4+ T cell
1412,CD4+ T cell,Cytotoxic T cell
1413,CD4+ T cell,CD4+ T cell
1414,B cell,B cell
1415,CD4+ T cell,Cytotoxic T cell
1416,CD14+ monocyte,CD14+ monocyte
1417,CD14+ monocyte,Dendritic cell
1418,CD4+ T cell,Cytotoxic T cell
1419,CD4+ T cell,Cytotoxic T cell
1420,CD4+ T cell,Cytotoxic T cell
1421,CD14+ monocyte,CD14+ monocyte
1422,Cytotoxic T cell,Cytotoxic T cell
1423,CD14+ monocyte,CD14+ monocyte
1424,CD14+ monocyte,B cell
1425,B cell,B cell
1426,Cytotoxic T cell,Cytotoxic T cell
1427,CD14+ monocyte,CD14+ monocyte
1428,B cell,B cell
1429,Cytotoxic T cell,Cytotoxic T cell
1430,CD4+ T cell,CD4+ T cell
1431,Cytotoxic T cell,Cytotoxic T cell
1432,Cytotoxic T cell,Cytotoxic T cell
1433,CD14+ monocyte,CD14+ monocyte
1434,Cytotoxic T cell,Cytotoxic T cell
1435,CD4+ T cell,CD4+ T cell
1436,Cytotoxic T cell,Cytotoxic T cell
1437,CD4+ T cell,CD4+ T cell
1438,Cytotoxic T cell,Cytotoxic T cell
1439,CD14+ monocyte,CD14+ monocyte
1440,CD4+ T cell,CD4+ T cell
1441,Cytotoxic T cell,CD14+ monocyte
1442,CD4+ T cell,Cytotoxic T cell
1443,CD4+ T cell,Cytotoxic T cell
1444,CD4+ T cell,Cytotoxic T cell
1445,B cell,B cell
1446,CD14+ monocyte,CD14+ monocyte
1447,CD14+ monocyte,CD14+ monocyte
1448,CD14+ monocyte,CD14+ monocyte
1449,CD4+ T cell,CD4+ T cell
1450,Cytotoxic T cell,Cytotoxic T cell
1451,Cytotoxic T cell,Cytotoxic T cell
1452,B cell,B cell
1453,B cell,B cell
1454,B cell,B cell
1455,CD14+ monocyte,CD14+ monocyte
1456,Cytotoxic T cell,Cytotoxic T cell
1457,CD14+ monocyte,CD14+ monocyte
1458,Megakaryocyte,Megakaryocyte
1459,Cytotoxic T cell,Cytotoxic T cell
1460,CD4+ T cell,Cytotoxic T cell
1461,CD14+ monocyte,CD14+ monocyte
1462,Cytotoxic T cell,Cytotoxic T cell
1463,CD4+ T cell,Cytotoxic T cell
1464,Cytotoxic T cell,Cytotoxic T cell
1465,Cytotoxic T cell,Cytotoxic T cell
1466,Cytotoxic T cell,Cytotoxic T cell
1467,Cytotoxic T cell,Cytotoxic T cell
1468,CD4+ T cell,CD4+ T cell
1469,CD14+ monocyte,CD14+ monocyte
1470,Cytotoxic T cell,Cytotoxic T cell
1471,CD14+ monocyte,CD14+ monocyte
1472,CD14+ monocyte,CD14+ monocyte
1473,CD4+ T cell,Cytotoxic T cell
1474,CD14+ monocyte,CD14+ monocyte
1475,B cell,B cell
1476,CD14+ monocyte,CD14+ monocyte
1477,CD4+ T cell,Cytotoxic T cell
1478,B cell,B cell
1479,CD4+ T cell,CD4+ T cell
1480,Natural killer cell,Cytotoxic T cell
1481,Cytotoxic T cell,Cytotoxic T cell
1482,CD14+ monocyte,CD14+ monocyte
1483,Cytotoxic T cell,Cytotoxic T cell
1484,CD14+ monocyte,CD14+ monocyte
1485,CD4+ T cell,CD4+ T cell
1486,CD4+ T cell,CD4+ T cell
1487,Cytotoxic T cell,Cytotoxic T cell
1488,CD4+ T cell,CD14+ monocyte
1489,CD4+ T cell,CD4+ T cell
1490,CD14+ monocyte,CD14+ monocyte
1491,CD4+ T cell,CD4+ T cell
1492,Cytotoxic T cell,Cytotoxic T cell
1493,Cytotoxic T cell,Cytotoxic T cell
1494,CD4+ T cell,Cytotoxic T cell
1495,Cytotoxic T cell,CD14+ monocyte
1496,CD14+ monocyte,CD14+ monocyte
1497,CD14+ monocyte,CD14+ monocyte
1498,CD14+ monocyte,CD14+ monocyte
1499,CD14+ monocyte,CD14+ monocyte
1500,B cell,B cell
1501,CD4+ T cell,CD4+ T cell
1502,Cytotoxic T cell,Cytotoxic T cell
1503,Cytotoxic T cell,Cytotoxic T cell
1504,CD4+ T cell,Cytotoxic T cell
1505,CD4+ T cell,Cytotoxic T cell
1506,CD14+ monocyte,Plasmacytoid dendritic cell
1507,CD14+ monocyte,CD14+ monocyte
1508,CD14+ monocyte,CD14+ monocyte
1509,CD4+ T cell,Cytotoxic T cell
1510,CD14+ monocyte,Dendritic cell
1511,CD4+ T cell,CD4+ T cell
1512,CD14+ monocyte,CD14+ monocyte
1513,CD4+ T cell,CD4+ T cell
1514,CD14+ monocyte,CD14+ monocyte
1515,B cell,B cell
1516,Cytotoxic T cell,Cytotoxic T cell
1517,B cell,B cell
1518,Cytotoxic T cell,CD14+ monocyte
1519,B cell,B cell
1520,CD4+ T cell,CD4+ T cell
1521,Cytotoxic T cell,Cytotoxic T cell
1522,CD4+ T cell,Cytotoxic T cell
1523,Cytotoxic T cell,Cytotoxic T cell
1524,B cell,B cell
1525,CD4+ T cell,CD4+ T cell
1526,Cytotoxic T cell,Cytotoxic T cell
1527,Cytotoxic T cell,Cytotoxic T cell
1528,CD14+ monocyte,CD14+ monocyte
1529,CD4+ T cell,CD4+ T cell
1530,CD14+ monocyte,CD14+ monocyte
1531,CD4+ T cell,Cytotoxic T cell
1532,CD4+ T cell,CD14+ monocyte
1533,Cytotoxic T cell,Cytotoxic T cell
1534,Cytotoxic T cell,Cytotoxic T cell
1535,Cytotoxic T cell,Cytotoxic T cell
1536,Cytotoxic T cell,Cytotoxic T cell
1537,CD14+ monocyte,CD14+ monocyte
1538,CD4+ T cell,Cytotoxic T cell
1539,CD14+ monocyte,CD14+ monocyte
1540,CD14+ monocyte,Cytotoxic T cell
1541,CD4+ T cell,CD4+ T cell
1542,Cytotoxic T cell,Cytotoxic T cell
1543,CD14+ monocyte,CD14+ monocyte
1544,B cell,B cell
1545,Cytotoxic T cell,Cytotoxic T cell
1546,CD4+ T cell,Cytotoxic T cell
1547,B cell,B cell
1548,CD4+ T cell,CD14+ monocyte
1549,CD14+ monocyte,CD14+ monocyte
1550,CD4+ T cell,CD4+ T cell
1551,CD4+ T cell,CD4+ T cell
1552,B cell,B cell
1553,Dendritic cell,Dendritic cell
1554,CD14+ monocyte,CD14+ monocyte
1555,CD14+ monocyte,CD14+ monocyte
1556,CD14+ monocyte,Megakaryocyte
1557,CD14+ monocyte,CD14+ monocyte
1558,CD4+ T cell,CD4+ T cell
1559,CD4+ T cell,CD4+ T cell
1560,CD14+ monocyte,CD14+ monocyte
1561,Cytotoxic T cell,Cytotoxic T cell
1562,CD14+ monocyte,CD14+ monocyte
1563,CD14+ monocyte,CD14+ monocyte
1564,B cell,B cell
1565,CD4+ T cell,Cytotoxic T cell
1566,CD14+ monocyte,CD14+ monocyte
1567,CD4+ T cell,CD4+ T cell
1568,Cytotoxic T cell,Cytotoxic T cell
1569,Cytotoxic T cell,Cytotoxic T cell
1570,Cytotoxic T cell,Cytotoxic T cell
1571,CD14+ monocyte,CD14+ monocyte
1572,Cytotoxic T cell,Cytotoxic T cell
1573,CD14+ monocyte,CD14+ monocyte
1574,Cytotoxic T cell,Cytotoxic T cell
1575,CD4+ T cell,CD14+ monocyte
1576,CD4+ T cell,CD4+ T cell
1577,CD14+ monocyte,CD14+ monocyte
1578,B cell,B cell
1579,CD4+ T cell,CD4+ T cell
1580,B cell,B cell
1581,Cytotoxic T cell,Cytotoxic T cell
1582,CD14+ monocyte,Cytotoxic T cell
1583,CD4+ T cell,Cytotoxic T cell
1584,Cytotoxic T cell,Cytotoxic T cell
1585,CD14+ monocyte,CD14+ monocyte
1586,Cytotoxic T cell,Cytotoxic T cell
1587,Cytotoxic T cell,CD14+ monocyte
1588,Cytotoxic T cell,Cytotoxic T cell
1589,Natural killer cell,Cytotoxic T cell
1590,CD14+ monocyte,CD14+ monocyte
1591,CD4+ T cell,Cytotoxic T cell
1592,CD14+ monocyte,CD14+ monocyte
1593,Cytotoxic T cell,Cytotoxic T cell
1594,B cell,B cell
1595,CD14+ monocyte,CD14+ monocyte
1596,Cytotoxic T cell,Cytotoxic T cell
1597,B cell,B cell
1598,Cytotoxic T cell,Cytotoxic T cell
1599,CD14+ monocyte,CD14+ monocyte
1600,B cell,B cell
1601,CD4+ T cell,CD4+ T cell
1602,B cell,B cell
1603,CD14+ monocyte,CD14+ monocyte
1604,Cytotoxic T cell,Cytotoxic T cell
1605,CD14+ monocyte,CD14+ monocyte
1606,Cytotoxic T cell,Cytotoxic T cell
1607,Cytotoxic T cell,Cytotoxic T cell
1608,CD14+ monocyte,CD14+ monocyte
1609,B cell,B cell
1610,Cytotoxic T cell,Cytotoxic T cell
1611,Cytotoxic T cell,CD14+ monocyte
1612,B cell,B cell
1613,Cytotoxic T cell,Cytotoxic T cell
1614,Cytotoxic T cell,CD4+ T cell
1615,CD4+ T cell,CD4+ T cell
1616,CD14+ monocyte,CD14+ monocyte
1617,Cytotoxic T cell,Cytotoxic T cell
1618,Cytotoxic T cell,Cytotoxic T cell
1619,CD14+ monocyte,CD14+ monocyte
1620,B cell,B cell
1621,Cytotoxic T cell,CD4+ T cell
1622,CD14+ monocyte,CD14+ monocyte
1623,B cell,B cell
1624,CD14+ monocyte,CD14+ monocyte
1625,Cytotoxic T cell,Cytotoxic T cell
1626,B cell,B cell
1627,CD14+ monocyte,CD14+ monocyte
1628,CD14+ monocyte,CD14+ monocyte
1629,CD14+ monocyte,CD14+ monocyte
1630,CD14+ monocyte,CD14+ monocyte
1631,CD14+ monocyte,CD14+ monocyte
1632,Cytotoxic T cell,Cytotoxic T cell
1633,Cytotoxic T cell,Cytotoxic T cell
1634,Cytotoxic T cell,Cytotoxic T cell
1635,B cell,B cell
1636,B cell,B cell
1637,CD4+ T cell,B cell
1638,Cytotoxic T cell,Cytotoxic T cell
1639,Cytotoxic T cell,Cytotoxic T cell
1640,CD14+ monocyte,CD14+ monocyte
1641,CD14+ monocyte,CD14+ monocyte
1642,CD14+ monocyte,CD14+ monocyte
1643,CD4+ T cell,CD4+ T cell
1644,B cell,B cell
1645,CD4+ T cell,Cytotoxic T cell
1646,Cytotoxic T cell,Cytotoxic T cell
1647,CD4+ T cell,CD4+ T cell
1648,Cytotoxic T cell,Cytotoxic T cell
1649,CD4+ T cell,CD4+ T cell
1650,Cytotoxic T cell,Cytotoxic T cell
1651,Cytotoxic T cell,Cytotoxic T cell
1652,B cell,B cell
1653,CD14+ monocyte,CD14+ monocyte
1654,Cytotoxic T cell,Cytotoxic T cell
1655,CD4+ T cell,B cell
1656,Cytotoxic T cell,Cytotoxic T cell
1657,Cytotoxic T cell,Cytotoxic T cell
1658,CD14+ monocyte,CD14+ monocyte
1659,Cytotoxic T cell,Cytotoxic T cell
1660,Cytotoxic T cell,Cytotoxic T cell
1661,CD14+ monocyte,CD14+ monocyte
1662,Cytotoxic T cell,Cytotoxic T cell
1663,CD4+ T cell,CD4+ T cell
1664,Cytotoxic T cell,Cytotoxic T cell
1665,CD4+ T cell,CD4+ T cell
1666,CD14+ monocyte,Megakaryocyte
1667,CD4+ T cell,CD4+ T cell
1668,Cytotoxic T cell,Cytotoxic T cell
1669,CD4+ T cell,CD4+ T cell
1670,CD14+ monocyte,CD14+ monocyte
1671,CD4+ T cell,Cytotoxic T cell
1672,CD14+ monocyte,CD14+ monocyte
1673,CD4+ T cell,CD4+ T cell
1674,Cytotoxic T cell,Cytotoxic T cell
1675,CD14+ monocyte,CD14+ monocyte
1676,CD14+ monocyte,CD14+ monocyte
1677,Natural killer cell,Cytotoxic T cell
1678,CD4+ T cell,CD4+ T cell
1679,CD4+ T cell,CD4+ T cell
1680,B cell,B cell
1681,CD14+ monocyte,CD14+ monocyte
1682,B cell,B cell
1683,B cell,B cell
1684,Cytotoxic T cell,Cytotoxic T cell
1685,CD14+ monocyte,CD14+ monocyte
1686,CD14+ monocyte,CD14+ monocyte
1687,Cytotoxic T cell,Cytotoxic T cell
1688,CD4+ T cell,Cytotoxic T cell
1689,B cell,B cell
1690,Cytotoxic T cell,CD14+ monocyte
1691,B cell,B cell
1692,B cell,B cell
1693,B cell,B cell
1694,B cell,B cell
1695,CD14+ monocyte,CD14+ monocyte
1696,CD14+ monocyte,CD14+ monocyte
1697,CD14+ monocyte,CD14+ monocyte
1698,CD14+ monocyte,CD14+ monocyte
1699,B cell,B cell
1700,CD14+ monocyte,CD14+ monocyte
1701,Cytotoxic T cell,Cytotoxic T cell
1702,B cell,B cell
1703,CD4+ T cell,CD4+ T cell
1704,Cytotoxic T cell,Cytotoxic T cell
1705,Cytotoxic T cell,CD4+ T cell
1706,CD4+ T cell,Cytotoxic T cell
1707,Cytotoxic T cell,CD14+ monocyte
1708,Cytotoxic T cell,Cytotoxic T cell
1709,CD4+ T cell,CD4+ T cell
1710,Cytotoxic T cell,CD4+ T cell
1711,CD14+ monocyte,CD14+ monocyte
1712,Cytotoxic T cell,Cytotoxic T cell
1713,CD4+ T cell,CD4+ T cell
1714,Cytotoxic T cell,Cytotoxic T cell
1715,CD14+ monocyte,CD14+ monocyte
1716,CD14+ monocyte,Cytotoxic T cell
1717,B cell,B cell
1718,Cytotoxic T cell,Cytotoxic T cell
1719,Dendritic cell,Dendritic cell
1720,CD4+ T cell,Cytotoxic T cell
1721,CD14+ monocyte,CD14+ monocyte
1722,CD14+ monocyte,Dendritic cell
1723,Cytotoxic T cell,Cytotoxic T cell
1724,Cytotoxic T cell,Cytotoxic T cell
1725,CD14+ monocyte,CD14+ monocyte
1726,CD14+ monocyte,CD14+ monocyte
1727,CD14+ monocyte,Cytotoxic T cell
1728,CD14+ monocyte,CD14+ monocyte
1729,CD14+ monocyte,CD14+ monocyte
1730,Cytotoxic T cell,Cytotoxic T cell
1731,Dendritic cell,Dendritic cell
1732,B cell,B cell
1733,B cell,B cell
1734,Cytotoxic T cell,Megakaryocyte
1735,CD14+ monocyte,CD14+ monocyte
1736,CD14+ monocyte,CD14+ monocyte
1737,CD14+ monocyte,CD14+ monocyte
1738,Cytotoxic T cell,Cytotoxic T cell
1739,CD4+ T cell,CD4+ T cell
1740,CD4+ T cell,CD4+ T cell
1741,Cytotoxic T cell,Cytotoxic T cell
1742,CD14+ monocyte,CD14+ monocyte
1743,B cell,B cell
1744,CD4+ T cell,CD4+ T cell
1745,CD14+ monocyte,CD14+ monocyte
1746,CD4+ T cell,CD4+ T cell
1747,CD4+ T cell,CD4+ T cell
1748,Cytotoxic T cell,Cytotoxic T cell
1749,Cytotoxic T cell,Cytotoxic T cell
1750,CD4+ T cell,Cytotoxic T cell
1751,CD14+ monocyte,CD14+ monocyte
1752,CD14+ monocyte,CD14+ monocyte
1753,Cytotoxic T cell,Cytotoxic T cell
1754,CD14+ monocyte,Cytotoxic T cell
1755,CD14+ monocyte,CD14+ monocyte
1756,CD14+ monocyte,CD14+ monocyte
1757,B cell,B cell
1758,CD4+ T cell,Cytotoxic T cell
1759,CD4+ T cell,CD4+ T cell
1760,CD4+ T cell,CD4+ T cell
1761,Cytotoxic T cell,Cytotoxic T cell
1762,Cytotoxic T cell,CD4+ T cell
1763,B cell,B cell
1764,CD4+ T cell,CD4+ T cell
1765,CD4+ T cell,CD4+ T cell
1766,B cell,B cell
1767,Cytotoxic T cell,Cytotoxic T cell
1768,CD14+ monocyte,CD14+ monocyte
1769,CD14+ monocyte,CD14+ monocyte
1770,B cell,B cell
1771,Cytotoxic T cell,Cytotoxic T cell
1772,CD14+ monocyte,CD14+ monocyte
1773,Cytotoxic T cell,Cytotoxic T cell
1774,CD14+ monocyte,CD14+ monocyte
1775,CD14+ monocyte,CD14+ monocyte
1776,CD14+ monocyte,CD14+ monocyte
1777,B cell,B cell
1778,CD14+ monocyte,CD14+ monocyte
1779,CD14+ monocyte,CD14+ monocyte
1780,Cytotoxic T cell,Cytotoxic T cell
1781,CD4+ T cell,CD14+ monocyte
1782,CD14+ monocyte,CD14+ monocyte
1783,Cytotoxic T cell,Cytotoxic T cell
1784,CD14+ monocyte,CD14+ monocyte
1785,Cytotoxic T cell,Cytotoxic T cell
1786,CD14+ monocyte,CD14+ monocyte
1787,CD4+ T cell,Cytotoxic T cell
1788,CD14+ monocyte,CD14+ monocyte
1789,CD4+ T cell,Cytotoxic T cell
1790,CD14+ monocyte,CD14+ monocyte
1791,CD14+ monocyte,Cytotoxic T cell
1792,CD14+ monocyte,CD14+ monocyte
1793,CD14+ monocyte,Dendritic cell
1794,B cell,B cell
1795,CD4+ T cell,Cytotoxic T cell
1796,CD4+ T cell,CD4+ T cell
1797,CD14+ monocyte,CD14+ monocyte
1798,CD14+ monocyte,CD14+ monocyte
1799,CD4+ T cell,Cytotoxic T cell
1800,CD4+ T cell,CD4+ T cell
1801,CD14+ monocyte,CD14+ monocyte
1802,Cytotoxic T cell,Cytotoxic T cell
1803,CD14+ monocyte,CD14+ monocyte
1804,B cell,B cell
1805,CD14+ monocyte,CD14+ monocyte
1806,CD4+ T cell,CD4+ T cell
1807,CD4+ T cell,CD4+ T cell
1808,CD14+ monocyte,CD14+ monocyte
1809,CD4+ T cell,CD4+ T cell
1810,B cell,B cell
1811,Cytotoxic T cell,CD14+ monocyte
1812,Cytotoxic T cell,Cytotoxic T cell
1813,Cytotoxic T cell,Cytotoxic T cell
1814,CD14+ monocyte,CD14+ monocyte
1815,Dendritic cell,Dendritic cell
1816,Cytotoxic T cell,Cytotoxic T cell
1817,CD14+ monocyte,CD14+ monocyte
1818,CD4+ T cell,Cytotoxic T cell
1819,Cytotoxic T cell,Cytotoxic T cell
1820,Natural killer cell,Cytotoxic T cell
1821,Cytotoxic T cell,Cytotoxic T cell
1822,CD14+ monocyte,CD14+ monocyte
1823,Natural killer cell,Cytotoxic T cell
1824,CD14+ monocyte,CD14+ monocyte
1825,CD14+ monocyte,CD14+ monocyte
1826,Cytotoxic T cell,CD4+ T cell
1827,Cytotoxic T cell,CD14+ monocyte
1828,CD14+ monocyte,CD14+ monocyte
1829,Cytotoxic T cell,Cytotoxic T cell
1830,CD14+ monocyte,CD14+ monocyte
1831,CD4+ T cell,CD4+ T cell
1832,CD14+ monocyte,CD4+ T cell
1833,Cytotoxic T cell,Cytotoxic T cell
1834,CD14+ monocyte,CD14+ monocyte
1835,B cell,B cell
1836,Cytotoxic T cell,Cytotoxic T cell
1837,CD14+ monocyte,CD14+ monocyte
1838,Cytotoxic T cell,Cytotoxic T cell
1839,CD14+ monocyte,CD14+ monocyte
1840,B cell,B cell
1841,CD4+ T cell,CD4+ T cell
1842,Cytotoxic T cell,Cytotoxic T cell
1843,CD4+ T cell,Cytotoxic T cell
1844,CD14+ monocyte,CD14+ monocyte
1845,Natural killer cell,Cytotoxic T cell
1846,CD14+ monocyte,CD14+ monocyte
1847,CD4+ T cell,CD4+ T cell
1848,CD14+ monocyte,CD14+ monocyte
1849,Cytotoxic T cell,Cytotoxic T cell
1850,CD14+ monocyte,CD14+ monocyte
1851,CD14+ monocyte,Dendritic cell
1852,CD14+ monocyte,CD14+ monocyte
1853,CD14+ monocyte,CD14+ monocyte
1854,Cytotoxic T cell,Cytotoxic T cell
1855,CD14+ monocyte,CD14+ monocyte
1856,CD4+ T cell,CD4+ T cell
1857,CD14+ monocyte,CD14+ monocyte
1858,CD4+ T cell,Cytotoxic T cell
1859,CD4+ T cell,CD4+ T cell
1860,B cell,Megakaryocyte
1861,CD4+ T cell,Cytotoxic T cell
1862,CD14+ monocyte,CD14+ monocyte
1863,CD4+ T cell,Cytotoxic T cell
1864,CD14+ monocyte,CD14+ monocyte
1865,Cytotoxic T cell,CD14+ monocyte
1866,CD14+ monocyte,CD14+ monocyte
1867,B cell,B cell
1868,Cytotoxic T cell,Cytotoxic T cell
1869,B cell,B cell
1870,CD4+ T cell,Cytotoxic T cell
1871,CD14+ monocyte,CD14+ monocyte
1872,CD4+ T cell,CD4+ T cell
1873,CD14+ monocyte,CD14+ monocyte
1874,CD14+ monocyte,CD14+ monocyte
1875,B cell,B cell
1876,B cell,B cell
1877,CD4+ T cell,CD4+ T cell
1878,CD14+ monocyte,CD14+ monocyte
1879,B cell,B cell
1880,CD4+ T cell,Cytotoxic T cell
1881,Cytotoxic T cell,Cytotoxic T cell
1882,Cytotoxic T cell,Cytotoxic T cell
1883,CD4+ T cell,CD4+ T cell
1884,CD14+ monocyte,CD14+ monocyte
1885,Cytotoxic T cell,CD14+ monocyte
1886,Cytotoxic T cell,Cytotoxic T cell
1887,CD14+ monocyte,CD14+ monocyte
1888,CD4+ T cell,CD14+ monocyte
1889,CD14+ monocyte,CD14+ monocyte
1890,CD14+ monocyte,Dendritic cell
1891,CD4+ T cell,Cytotoxic T cell
1892,CD14+ monocyte,CD14+ monocyte
1893,B cell,B cell
1894,B cell,B cell
1895,Cytotoxic T cell,Cytotoxic T cell
1896,B cell,B cell
1897,Cytotoxic T cell,Cytotoxic T cell
1898,Cytotoxic T cell,Cytotoxic T cell
1899,Cytotoxic T cell,Cytotoxic T cell
1900,B cell,B cell
1901,CD4+ T cell,Cytotoxic T cell
1902,B cell,B cell
1903,CD14+ monocyte,CD14+ monocyte
1904,Cytotoxic T cell,Cytotoxic T cell
1905,CD4+ T cell,CD14+ monocyte
1906,CD4+ T cell,CD4+ T cell
1907,B cell,B cell
1908,CD14+ monocyte,CD14+ monocyte
1909,CD14+ monocyte,CD14+ monocyte
1910,CD14+ monocyte,CD14+ monocyte
1911,CD14+ monocyte,CD14+ monocyte
1912,CD4+ T cell,Cytotoxic T cell
1913,CD4+ T cell,CD4+ T cell
1914,Cytotoxic T cell,CD4+ T cell
1915,CD4+ T cell,CD14+ monocyte
1916,CD4+ T cell,CD4+ T cell
1917,CD4+ T cell,CD4+ T cell
1918,B cell,B cell
1919,Cytotoxic T cell,Cytotoxic T cell
1920,CD14+ monocyte,CD14+ monocyte
1921,CD14+ monocyte,CD14+ monocyte
1922,Megakaryocyte,Megakaryocyte
1923,Natural killer cell,Cytotoxic T cell
1924,CD4+ T cell,Cytotoxic T cell
1925,Cytotoxic T cell,Cytotoxic T cell
1926,Cytotoxic T cell,Cytotoxic T cell
1927,CD4+ T cell,CD4+ T cell
1928,Cytotoxic T cell,Cytotoxic T cell
1929,CD14+ monocyte,CD14+ monocyte
1930,B cell,B cell
1931,Cytotoxic T cell,Cytotoxic T cell
1932,Cytotoxic T cell,Cytotoxic T cell
1933,Cytotoxic T cell,Cytotoxic T cell
1934,Cytotoxic T cell,Cytotoxic T cell
1935,CD4+ T cell,CD4+ T cell
1936,CD14+ monocyte,CD14+ monocyte
1937,B cell,B cell
1938,CD14+ monocyte,CD14+ monocyte
1939,CD14+ monocyte,CD14+ monocyte
1940,CD14+ monocyte,CD14+ monocyte
1941,Cytotoxic T cell,Cytotoxic T cell
1942,Cytotoxic T cell,Cytotoxic T cell
1943,Cytotoxic T cell,Cytotoxic T cell
1944,CD14+ monocyte,CD14+ monocyte
1945,B cell,B cell
1946,Cytotoxic T cell,Cytotoxic T cell
1947,CD4+ T cell,CD4+ T cell
1948,CD14+ monocyte,CD14+ monocyte
1949,Cytotoxic T cell,B cell
1950,CD14+ monocyte,CD14+ monocyte
1951,CD4+ T cell,CD4+ T cell
1952,CD14+ monocyte,CD14+ monocyte
1953,CD14+ monocyte,CD14+ monocyte
1954,Cytotoxic T cell,Cytotoxic T cell
1955,CD14+ monocyte,Cytotoxic T cell
1956,CD4+ T cell,Cytotoxic T cell
1957,B cell,B cell
1958,Cytotoxic T cell,CD14+ monocyte
1959,CD4+ T cell,Cytotoxic T cell
1960,Cytotoxic T cell,CD4+ T cell
1961,CD14+ monocyte,CD14+ monocyte
1962,CD4+ T cell,CD4+ T cell
1963,CD14+ monocyte,CD14+ monocyte
1964,Cytotoxic T cell,Cytotoxic T cell
1965,B cell,B cell
1966,CD14+ monocyte,CD14+ monocyte
1967,Cytotoxic T cell,Cytotoxic T cell
1968,CD14+ monocyte,CD14+ monocyte
1969,B cell,B cell
1970,CD14+ monocyte,CD4+ T cell
1971,CD4+ T cell,Cytotoxic T cell
1972,Cytotoxic T cell,Cytotoxic T cell
1973,Cytotoxic T cell,Cytotoxic T cell
1974,CD4+ T cell,CD14+ monocyte
1975,B cell,B cell
1976,CD14+ monocyte,CD14+ monocyte
1977,CD4+ T cell,Cytotoxic T cell
1978,CD14+ monocyte,CD14+ monocyte
1979,CD14+ monocyte,CD14+ monocyte
1980,CD4+ T cell,CD4+ T cell
1981,CD14+ monocyte,CD14+ monocyte
1982,B cell,B cell
1983,CD4+ T cell,CD4+ T cell
1984,Cytotoxic T cell,Cytotoxic T cell
1985,Cytotoxic T cell,Cytotoxic T cell
1986,CD14+ monocyte,CD14+ monocyte
1987,CD14+ monocyte,CD14+ monocyte
1988,CD14+ monocyte,CD14+ monocyte
1989,CD4+ T cell,CD4+ T cell
1990,CD4+ T cell,CD4+ T cell
1991,Dendritic cell,CD14+ monocyte
1992,CD14+ monocyte,CD14+ monocyte
1993,B cell,B cell
1994,CD14+ monocyte,CD14+ monocyte
1995,Cytotoxic T cell,Cytotoxic T cell
1996,B cell,B cell
1997,CD14+ monocyte,CD14+ monocyte
1998,CD4+ T cell,Cytotoxic T cell
1999,B cell,B cell
2000,CD4+ T cell,CD4+ T cell
2001,CD14+ monocyte,CD14+ monocyte
