,pred,true
4007,CD4+ T cell,Cytotoxic T cell
4008,Cytotoxic T cell,Cytotoxic T cell
4009,Megakaryocyte,Megakaryocyte
4010,Cytotoxic T cell,Cytotoxic T cell
4011,B cell,B cell
4012,CD4+ T cell,CD4+ T cell
4013,Cytotoxic T cell,Cytotoxic T cell
4014,CD4+ T cell,CD4+ T cell
4015,CD14+ monocyte,CD16+ monocyte
4016,Cytotoxic T cell,Cytotoxic T cell
4017,CD14+ monocyte,CD14+ monocyte
4018,CD14+ monocyte,CD14+ monocyte
4019,CD14+ monocyte,CD14+ monocyte
4020,CD4+ T cell,CD4+ T cell
4021,CD4+ T cell,Natural killer cell
4022,Cytotoxic T cell,Cytotoxic T cell
4023,Cytotoxic T cell,Cytotoxic T cell
4024,CD14+ monocyte,CD14+ monocyte
4025,CD4+ T cell,CD4+ T cell
4026,CD4+ T cell,CD4+ T cell
4027,CD4+ T cell,Natural killer cell
4028,Cytotoxic T cell,Cytotoxic T cell
4029,CD14+ monocyte,CD14+ monocyte
4030,Cytotoxic T cell,Natural killer cell
4031,CD4+ T cell,CD4+ T cell
4032,CD4+ T cell,CD4+ T cell
4033,CD14+ monocyte,CD14+ monocyte
4034,B cell,B cell
4035,CD14+ monocyte,CD14+ monocyte
4036,CD4+ T cell,CD4+ T cell
4037,Cytotoxic T cell,Cytotoxic T cell
4038,Natural killer cell,Natural killer cell
4039,Cytotoxic T cell,Cytotoxic T cell
4040,CD4+ T cell,CD4+ T cell
4041,CD4+ T cell,CD4+ T cell
4042,B cell,B cell
4043,B cell,B cell
4044,CD4+ T cell,Cytotoxic T cell
4045,CD14+ monocyte,CD14+ monocyte
4046,B cell,B cell
4047,CD4+ T cell,CD4+ T cell
4048,Megakaryocyte,Megakaryocyte
4049,Cytotoxic T cell,Cytotoxic T cell
4050,Natural killer cell,Natural killer cell
4051,CD14+ monocyte,CD16+ monocyte
4052,CD14+ monocyte,CD14+ monocyte
4053,B cell,B cell
4054,CD4+ T cell,Cytotoxic T cell
4055,B cell,B cell
4056,CD14+ monocyte,CD14+ monocyte
4057,CD4+ T cell,Cytotoxic T cell
4058,CD4+ T cell,CD4+ T cell
4059,Megakaryocyte,Megakaryocyte
4060,CD4+ T cell,Cytotoxic T cell
4061,Cytotoxic T cell,Cytotoxic T cell
4062,CD4+ T cell,CD4+ T cell
4063,CD14+ monocyte,CD14+ monocyte
4064,CD14+ monocyte,CD14+ monocyte
4065,CD14+ monocyte,CD14+ monocyte
4066,CD4+ T cell,Cytotoxic T cell
4067,CD4+ T cell,Cytotoxic T cell
4068,Megakaryocyte,Megakaryocyte
4069,Cytotoxic T cell,Cytotoxic T cell
4070,B cell,B cell
4071,Cytotoxic T cell,Cytotoxic T cell
4072,CD14+ monocyte,Dendritic cell
4073,B cell,B cell
4074,CD4+ T cell,CD4+ T cell
4075,CD14+ monocyte,CD14+ monocyte
4076,CD14+ monocyte,CD14+ monocyte
4077,B cell,B cell
4078,Megakaryocyte,Megakaryocyte
4079,Cytotoxic T cell,Cytotoxic T cell
4080,B cell,B cell
4081,B cell,B cell
4082,B cell,Cytotoxic T cell
4083,CD4+ T cell,Cytotoxic T cell
4084,CD4+ T cell,CD4+ T cell
4085,Cytotoxic T cell,Natural killer cell
4086,Cytotoxic T cell,Cytotoxic T cell
4087,CD4+ T cell,Cytotoxic T cell
4088,Cytotoxic T cell,Cytotoxic T cell
4089,CD4+ T cell,CD4+ T cell
4090,CD14+ monocyte,CD16+ monocyte
4091,Cytotoxic T cell,Cytotoxic T cell
4092,CD14+ monocyte,CD14+ monocyte
4093,Cytotoxic T cell,Natural killer cell
4094,CD14+ monocyte,CD14+ monocyte
4095,CD4+ T cell,Cytotoxic T cell
4096,CD4+ T cell,CD4+ T cell
4097,CD4+ T cell,Natural killer cell
4098,Cytotoxic T cell,Natural killer cell
4099,B cell,B cell
4100,CD4+ T cell,CD4+ T cell
4101,CD4+ T cell,CD4+ T cell
4102,Megakaryocyte,Megakaryocyte
4103,Cytotoxic T cell,Cytotoxic T cell
4104,Cytotoxic T cell,Cytotoxic T cell
4105,CD14+ monocyte,CD14+ monocyte
4106,CD14+ monocyte,Megakaryocyte
4107,CD14+ monocyte,CD14+ monocyte
4108,CD14+ monocyte,CD14+ monocyte
4109,CD14+ monocyte,CD14+ monocyte
4110,CD4+ T cell,CD4+ T cell
4111,CD14+ monocyte,CD14+ monocyte
4112,Cytotoxic T cell,Natural killer cell
4113,Megakaryocyte,Megakaryocyte
4114,Megakaryocyte,Megakaryocyte
4115,CD4+ T cell,Cytotoxic T cell
4116,CD4+ T cell,CD4+ T cell
4117,CD14+ monocyte,CD14+ monocyte
4118,Megakaryocyte,Megakaryocyte
4119,Cytotoxic T cell,Cytotoxic T cell
4120,CD4+ T cell,Cytotoxic T cell
4121,CD14+ monocyte,CD14+ monocyte
4122,CD4+ T cell,Cytotoxic T cell
4123,B cell,B cell
4124,Cytotoxic T cell,Cytotoxic T cell
4125,Natural killer cell,Natural killer cell
4126,CD4+ T cell,CD4+ T cell
4127,Megakaryocyte,Megakaryocyte
4128,CD4+ T cell,CD4+ T cell
4129,Cytotoxic T cell,Cytotoxic T cell
4130,CD4+ T cell,Cytotoxic T cell
4131,Cytotoxic T cell,Cytotoxic T cell
4132,CD4+ T cell,CD4+ T cell
4133,Cytotoxic T cell,Cytotoxic T cell
4134,CD14+ monocyte,CD14+ monocyte
4135,B cell,B cell
4136,CD14+ monocyte,CD14+ monocyte
4137,CD14+ monocyte,CD14+ monocyte
4138,CD4+ T cell,CD4+ T cell
4139,CD14+ monocyte,CD14+ monocyte
4140,CD4+ T cell,CD4+ T cell
4141,Cytotoxic T cell,Cytotoxic T cell
4142,B cell,B cell
4143,CD4+ T cell,CD4+ T cell
4144,CD14+ monocyte,CD14+ monocyte
4145,CD4+ T cell,Natural killer cell
4146,CD4+ T cell,CD4+ T cell
4147,CD14+ monocyte,CD14+ monocyte
4148,CD14+ monocyte,CD14+ monocyte
4149,CD14+ monocyte,CD14+ monocyte
4150,CD4+ T cell,Cytotoxic T cell
4151,Megakaryocyte,Megakaryocyte
4152,CD4+ T cell,Cytotoxic T cell
4153,CD14+ monocyte,Dendritic cell
4154,CD14+ monocyte,CD14+ monocyte
4155,CD4+ T cell,CD4+ T cell
4156,Cytotoxic T cell,Cytotoxic T cell
4157,Cytotoxic T cell,Cytotoxic T cell
4158,Cytotoxic T cell,Cytotoxic T cell
4159,CD14+ monocyte,CD14+ monocyte
4160,CD14+ monocyte,CD14+ monocyte
4161,CD4+ T cell,Cytotoxic T cell
4162,CD4+ T cell,Cytotoxic T cell
4163,CD14+ monocyte,CD16+ monocyte
4164,B cell,B cell
4165,Cytotoxic T cell,Cytotoxic T cell
4166,Cytotoxic T cell,Cytotoxic T cell
4167,Natural killer cell,Natural killer cell
4168,CD4+ T cell,Cytotoxic T cell
4169,CD4+ T cell,Cytotoxic T cell
4170,CD4+ T cell,Cytotoxic T cell
4171,B cell,B cell
4172,CD14+ monocyte,Plasmacytoid dendritic cell
4173,CD14+ monocyte,Megakaryocyte
4174,B cell,Plasmacytoid dendritic cell
4175,CD4+ T cell,Cytotoxic T cell
4176,Cytotoxic T cell,Cytotoxic T cell
4177,B cell,B cell
4178,Natural killer cell,Natural killer cell
4179,CD14+ monocyte,CD16+ monocyte
4180,Cytotoxic T cell,Cytotoxic T cell
4181,CD4+ T cell,CD4+ T cell
4182,Cytotoxic T cell,Cytotoxic T cell
4183,Cytotoxic T cell,Cytotoxic T cell
4184,Cytotoxic T cell,Cytotoxic T cell
4185,B cell,B cell
4186,CD14+ monocyte,CD14+ monocyte
4187,CD4+ T cell,CD4+ T cell
4188,B cell,B cell
4189,Cytotoxic T cell,Natural killer cell
4190,CD14+ monocyte,CD14+ monocyte
4191,CD4+ T cell,CD4+ T cell
4192,CD14+ monocyte,CD16+ monocyte
4193,Cytotoxic T cell,Natural killer cell
4194,Cytotoxic T cell,Natural killer cell
4195,Cytotoxic T cell,Natural killer cell
4196,Cytotoxic T cell,Cytotoxic T cell
4197,CD4+ T cell,Cytotoxic T cell
4198,CD4+ T cell,Cytotoxic T cell
4199,CD4+ T cell,CD4+ T cell
4200,CD4+ T cell,Cytotoxic T cell
4201,B cell,B cell
4202,CD4+ T cell,CD4+ T cell
4203,B cell,B cell
4204,CD14+ monocyte,CD14+ monocyte
4205,Cytotoxic T cell,Cytotoxic T cell
4206,CD14+ monocyte,CD14+ monocyte
4207,Cytotoxic T cell,Cytotoxic T cell
4208,B cell,B cell
4209,CD4+ T cell,Cytotoxic T cell
4210,CD4+ T cell,CD4+ T cell
4211,Cytotoxic T cell,Cytotoxic T cell
4212,CD4+ T cell,CD4+ T cell
4213,CD4+ T cell,CD4+ T cell
4214,B cell,B cell
4215,CD4+ T cell,Cytotoxic T cell
4216,CD4+ T cell,CD4+ T cell
4217,CD4+ T cell,CD4+ T cell
4218,CD4+ T cell,CD4+ T cell
4219,B cell,B cell
4220,CD4+ T cell,Cytotoxic T cell
4221,CD4+ T cell,Cytotoxic T cell
4222,CD4+ T cell,CD4+ T cell
4223,CD4+ T cell,Cytotoxic T cell
4224,Cytotoxic T cell,Cytotoxic T cell
4225,CD14+ monocyte,CD14+ monocyte
4226,Cytotoxic T cell,Cytotoxic T cell
4227,Megakaryocyte,CD4+ T cell
4228,CD4+ T cell,CD4+ T cell
4229,CD4+ T cell,Cytotoxic T cell
4230,Natural killer cell,Natural killer cell
4231,CD14+ monocyte,CD14+ monocyte
4232,CD4+ T cell,CD4+ T cell
4233,Cytotoxic T cell,Natural killer cell
4234,Cytotoxic T cell,Cytotoxic T cell
4235,Cytotoxic T cell,Cytotoxic T cell
4236,Cytotoxic T cell,Natural killer cell
4237,CD14+ monocyte,CD14+ monocyte
4238,Cytotoxic T cell,Cytotoxic T cell
4239,B cell,B cell
4240,Cytotoxic T cell,Cytotoxic T cell
4241,CD4+ T cell,CD4+ T cell
4242,B cell,B cell
4243,CD4+ T cell,CD4+ T cell
4244,CD4+ T cell,CD4+ T cell
4245,B cell,B cell
4246,CD14+ monocyte,CD14+ monocyte
4247,CD14+ monocyte,CD14+ monocyte
4248,CD4+ T cell,Cytotoxic T cell
4249,B cell,B cell
4250,CD4+ T cell,CD4+ T cell
4251,Cytotoxic T cell,Cytotoxic T cell
4252,Cytotoxic T cell,Natural killer cell
4253,CD14+ monocyte,CD14+ monocyte
4254,CD4+ T cell,Cytotoxic T cell
4255,Megakaryocyte,Megakaryocyte
4256,Megakaryocyte,Megakaryocyte
4257,CD4+ T cell,CD4+ T cell
4258,B cell,B cell
4259,CD4+ T cell,CD4+ T cell
4260,CD4+ T cell,CD4+ T cell
4261,CD4+ T cell,Cytotoxic T cell
4262,B cell,B cell
4263,B cell,B cell
4264,Megakaryocyte,Megakaryocyte
4265,CD14+ monocyte,CD14+ monocyte
4266,B cell,B cell
4267,Cytotoxic T cell,Cytotoxic T cell
4268,CD14+ monocyte,CD14+ monocyte
4269,Cytotoxic T cell,Natural killer cell
4270,Cytotoxic T cell,Cytotoxic T cell
4271,Megakaryocyte,Megakaryocyte
4272,B cell,B cell
4273,CD4+ T cell,Cytotoxic T cell
4274,CD4+ T cell,CD4+ T cell
4275,B cell,B cell
4276,B cell,B cell
4277,Cytotoxic T cell,Cytotoxic T cell
4278,CD4+ T cell,Cytotoxic T cell
4279,CD4+ T cell,CD4+ T cell
4280,Cytotoxic T cell,Cytotoxic T cell
4281,Megakaryocyte,Megakaryocyte
4282,CD14+ monocyte,CD16+ monocyte
4283,CD14+ monocyte,CD14+ monocyte
4284,Natural killer cell,Natural killer cell
4285,CD14+ monocyte,CD14+ monocyte
4286,CD4+ T cell,CD4+ T cell
4287,Cytotoxic T cell,Cytotoxic T cell
4288,CD4+ T cell,CD4+ T cell
4289,B cell,B cell
4290,CD14+ monocyte,CD14+ monocyte
4291,CD14+ monocyte,CD14+ monocyte
4292,Megakaryocyte,Megakaryocyte
4293,CD4+ T cell,CD4+ T cell
4294,CD4+ T cell,CD4+ T cell
4295,CD14+ monocyte,CD16+ monocyte
4296,Cytotoxic T cell,Cytotoxic T cell
4297,Cytotoxic T cell,Natural killer cell
4298,CD14+ monocyte,Dendritic cell
4299,B cell,B cell
4300,Cytotoxic T cell,Cytotoxic T cell
4301,B cell,Plasmacytoid dendritic cell
4302,CD4+ T cell,CD4+ T cell
4303,CD4+ T cell,CD4+ T cell
4304,CD4+ T cell,CD4+ T cell
4305,Cytotoxic T cell,Cytotoxic T cell
4306,Megakaryocyte,Megakaryocyte
4307,Megakaryocyte,Megakaryocyte
4308,CD14+ monocyte,CD16+ monocyte
4309,B cell,B cell
4310,B cell,B cell
4311,CD4+ T cell,CD4+ T cell
4312,CD4+ T cell,CD4+ T cell
4313,Cytotoxic T cell,Natural killer cell
4314,CD4+ T cell,CD4+ T cell
4315,Cytotoxic T cell,Cytotoxic T cell
4316,B cell,B cell
4317,CD4+ T cell,CD4+ T cell
4318,B cell,B cell
4319,CD4+ T cell,Cytotoxic T cell
4320,CD4+ T cell,CD4+ T cell
4321,B cell,B cell
4322,CD14+ monocyte,CD14+ monocyte
4323,Cytotoxic T cell,Cytotoxic T cell
4324,B cell,B cell
4325,Cytotoxic T cell,Natural killer cell
4326,CD4+ T cell,Cytotoxic T cell
4327,B cell,B cell
4328,Cytotoxic T cell,CD4+ T cell
4329,CD14+ monocyte,CD14+ monocyte
4330,B cell,B cell
4331,CD4+ T cell,CD4+ T cell
4332,CD4+ T cell,CD4+ T cell
4333,CD4+ T cell,CD4+ T cell
4334,Cytotoxic T cell,Cytotoxic T cell
4335,CD14+ monocyte,CD14+ monocyte
4336,CD4+ T cell,CD4+ T cell
4337,CD4+ T cell,Cytotoxic T cell
4338,Cytotoxic T cell,Cytotoxic T cell
4339,B cell,B cell
4340,CD4+ T cell,CD4+ T cell
4341,CD14+ monocyte,CD14+ monocyte
4342,B cell,B cell
4343,CD4+ T cell,CD4+ T cell
4344,Megakaryocyte,Megakaryocyte
4345,CD14+ monocyte,CD14+ monocyte
4346,B cell,B cell
4347,CD14+ monocyte,CD14+ monocyte
4348,CD14+ monocyte,CD14+ monocyte
4349,Cytotoxic T cell,Cytotoxic T cell
4350,Cytotoxic T cell,Cytotoxic T cell
4351,CD4+ T cell,CD4+ T cell
4352,Cytotoxic T cell,Cytotoxic T cell
4353,CD4+ T cell,CD4+ T cell
4354,CD4+ T cell,Cytotoxic T cell
4355,CD14+ monocyte,CD14+ monocyte
4356,CD14+ monocyte,CD14+ monocyte
4357,B cell,B cell
4358,CD4+ T cell,CD4+ T cell
4359,CD14+ monocyte,CD14+ monocyte
4360,CD4+ T cell,CD4+ T cell
4361,CD14+ monocyte,CD14+ monocyte
4362,CD4+ T cell,CD4+ T cell
4363,CD14+ monocyte,CD14+ monocyte
4364,B cell,B cell
4365,Cytotoxic T cell,Cytotoxic T cell
4366,CD4+ T cell,Cytotoxic T cell
4367,CD4+ T cell,CD4+ T cell
4368,CD4+ T cell,CD4+ T cell
4369,Cytotoxic T cell,CD4+ T cell
4370,CD14+ monocyte,CD14+ monocyte
4371,B cell,B cell
4372,Megakaryocyte,Megakaryocyte
4373,CD4+ T cell,CD4+ T cell
4374,B cell,B cell
4375,CD14+ monocyte,CD14+ monocyte
4376,Cytotoxic T cell,Cytotoxic T cell
4377,Cytotoxic T cell,Cytotoxic T cell
4378,Cytotoxic T cell,Cytotoxic T cell
4379,CD14+ monocyte,CD16+ monocyte
4380,Megakaryocyte,Megakaryocyte
4381,CD4+ T cell,CD4+ T cell
4382,B cell,B cell
4383,CD4+ T cell,Natural killer cell
4384,CD4+ T cell,CD4+ T cell
4385,B cell,B cell
4386,B cell,B cell
4387,B cell,B cell
4388,CD4+ T cell,CD4+ T cell
4389,Natural killer cell,Natural killer cell
4390,Cytotoxic T cell,Cytotoxic T cell
4391,Cytotoxic T cell,Cytotoxic T cell
4392,CD4+ T cell,Natural killer cell
4393,Megakaryocyte,Megakaryocyte
4394,Cytotoxic T cell,Natural killer cell
4395,CD14+ monocyte,CD14+ monocyte
4396,CD4+ T cell,Cytotoxic T cell
4397,CD14+ monocyte,CD14+ monocyte
4398,CD4+ T cell,CD4+ T cell
4399,CD4+ T cell,CD4+ T cell
4400,Megakaryocyte,Megakaryocyte
4401,CD4+ T cell,Cytotoxic T cell
4402,Cytotoxic T cell,Natural killer cell
4403,Cytotoxic T cell,Natural killer cell
4404,CD14+ monocyte,Dendritic cell
4405,B cell,B cell
4406,CD4+ T cell,CD4+ T cell
4407,CD14+ monocyte,CD16+ monocyte
4408,CD14+ monocyte,CD14+ monocyte
4409,CD4+ T cell,CD4+ T cell
4410,CD14+ monocyte,CD16+ monocyte
4411,B cell,B cell
4412,CD4+ T cell,CD4+ T cell
4413,Cytotoxic T cell,Cytotoxic T cell
4414,Cytotoxic T cell,Cytotoxic T cell
4415,CD14+ monocyte,CD16+ monocyte
4416,Cytotoxic T cell,Cytotoxic T cell
4417,Cytotoxic T cell,Natural killer cell
4418,Megakaryocyte,Megakaryocyte
4419,CD14+ monocyte,CD14+ monocyte
4420,CD4+ T cell,Cytotoxic T cell
4421,Cytotoxic T cell,Cytotoxic T cell
4422,CD4+ T cell,Cytotoxic T cell
4423,Cytotoxic T cell,Cytotoxic T cell
4424,CD4+ T cell,CD4+ T cell
4425,Cytotoxic T cell,Cytotoxic T cell
4426,Cytotoxic T cell,Cytotoxic T cell
4427,Cytotoxic T cell,Cytotoxic T cell
4428,Natural killer cell,Natural killer cell
4429,CD4+ T cell,Cytotoxic T cell
4430,CD14+ monocyte,CD16+ monocyte
4431,B cell,B cell
4432,B cell,B cell
4433,CD4+ T cell,CD4+ T cell
4434,CD14+ monocyte,CD14+ monocyte
4435,CD14+ monocyte,CD14+ monocyte
4436,Cytotoxic T cell,Cytotoxic T cell
4437,B cell,B cell
4438,Cytotoxic T cell,Natural killer cell
4439,Cytotoxic T cell,Cytotoxic T cell
4440,CD4+ T cell,CD4+ T cell
4441,Megakaryocyte,Megakaryocyte
4442,Cytotoxic T cell,Natural killer cell
4443,Cytotoxic T cell,Cytotoxic T cell
4444,B cell,B cell
4445,CD14+ monocyte,CD14+ monocyte
4446,Cytotoxic T cell,Cytotoxic T cell
4447,Cytotoxic T cell,Cytotoxic T cell
4448,Cytotoxic T cell,Cytotoxic T cell
4449,CD4+ T cell,CD4+ T cell
4450,CD4+ T cell,CD4+ T cell
4451,CD14+ monocyte,CD14+ monocyte
4452,Cytotoxic T cell,Cytotoxic T cell
4453,Cytotoxic T cell,Cytotoxic T cell
4454,CD14+ monocyte,CD14+ monocyte
4455,CD14+ monocyte,Dendritic cell
4456,Cytotoxic T cell,Cytotoxic T cell
4457,CD14+ monocyte,CD14+ monocyte
4458,Cytotoxic T cell,Natural killer cell
4459,CD14+ monocyte,CD14+ monocyte
4460,Cytotoxic T cell,Cytotoxic T cell
4461,Cytotoxic T cell,Natural killer cell
4462,CD4+ T cell,Cytotoxic T cell
4463,B cell,B cell
4464,B cell,B cell
4465,Cytotoxic T cell,Cytotoxic T cell
4466,Cytotoxic T cell,Cytotoxic T cell
4467,B cell,B cell
4468,CD14+ monocyte,CD14+ monocyte
4469,B cell,B cell
4470,B cell,B cell
4471,Cytotoxic T cell,Cytotoxic T cell
4472,CD4+ T cell,CD4+ T cell
4473,B cell,B cell
4474,Cytotoxic T cell,Cytotoxic T cell
4475,CD4+ T cell,CD4+ T cell
4476,CD4+ T cell,CD4+ T cell
4477,Cytotoxic T cell,Natural killer cell
4478,Cytotoxic T cell,Cytotoxic T cell
4479,B cell,B cell
4480,Cytotoxic T cell,Cytotoxic T cell
4481,CD14+ monocyte,CD16+ monocyte
4482,Cytotoxic T cell,Cytotoxic T cell
4483,B cell,B cell
4484,CD14+ monocyte,CD14+ monocyte
4485,CD14+ monocyte,CD14+ monocyte
4486,Cytotoxic T cell,Cytotoxic T cell
4487,Cytotoxic T cell,Cytotoxic T cell
4488,Cytotoxic T cell,Natural killer cell
4489,Cytotoxic T cell,Cytotoxic T cell
4490,B cell,B cell
4491,CD4+ T cell,CD4+ T cell
4492,CD14+ monocyte,CD14+ monocyte
4493,CD4+ T cell,CD4+ T cell
4494,Cytotoxic T cell,Cytotoxic T cell
4495,CD14+ monocyte,CD14+ monocyte
4496,CD4+ T cell,Cytotoxic T cell
4497,B cell,B cell
4498,CD4+ T cell,CD4+ T cell
4499,CD4+ T cell,Cytotoxic T cell
4500,Megakaryocyte,Megakaryocyte
4501,CD14+ monocyte,CD14+ monocyte
4502,Cytotoxic T cell,Cytotoxic T cell
4503,CD4+ T cell,Cytotoxic T cell
4504,CD14+ monocyte,CD14+ monocyte
4505,CD4+ T cell,CD4+ T cell
4506,CD4+ T cell,Natural killer cell
4507,Natural killer cell,Natural killer cell
4508,CD14+ monocyte,CD14+ monocyte
4509,CD14+ monocyte,CD14+ monocyte
4510,CD4+ T cell,CD4+ T cell
4511,CD4+ T cell,Cytotoxic T cell
4512,B cell,B cell
4513,CD4+ T cell,Cytotoxic T cell
4514,Natural killer cell,Natural killer cell
4515,B cell,B cell
4516,CD4+ T cell,Cytotoxic T cell
4517,CD4+ T cell,Cytotoxic T cell
4518,CD4+ T cell,Cytotoxic T cell
4519,CD14+ monocyte,CD14+ monocyte
4520,CD14+ monocyte,CD16+ monocyte
4521,CD14+ monocyte,CD14+ monocyte
4522,B cell,B cell
4523,CD4+ T cell,CD4+ T cell
4524,B cell,B cell
4525,B cell,B cell
4526,CD14+ monocyte,Dendritic cell
4527,Cytotoxic T cell,Cytotoxic T cell
4528,CD4+ T cell,CD4+ T cell
4529,Cytotoxic T cell,Cytotoxic T cell
4530,Cytotoxic T cell,Cytotoxic T cell
4531,Cytotoxic T cell,Natural killer cell
4532,B cell,B cell
4533,Cytotoxic T cell,Cytotoxic T cell
4534,Cytotoxic T cell,Natural killer cell
4535,CD4+ T cell,CD4+ T cell
4536,Megakaryocyte,Megakaryocyte
4537,Cytotoxic T cell,Cytotoxic T cell
4538,B cell,B cell
4539,Cytotoxic T cell,Cytotoxic T cell
4540,B cell,B cell
4541,Megakaryocyte,Megakaryocyte
4542,CD4+ T cell,CD4+ T cell
4543,CD4+ T cell,CD4+ T cell
4544,Cytotoxic T cell,Natural killer cell
4545,B cell,B cell
4546,B cell,B cell
4547,CD4+ T cell,CD4+ T cell
4548,CD4+ T cell,CD4+ T cell
4549,Natural killer cell,Natural killer cell
4550,CD14+ monocyte,CD14+ monocyte
4551,CD14+ monocyte,Megakaryocyte
4552,CD4+ T cell,Cytotoxic T cell
4553,CD14+ monocyte,CD14+ monocyte
4554,CD4+ T cell,CD4+ T cell
4555,CD14+ monocyte,CD14+ monocyte
4556,B cell,B cell
4557,CD14+ monocyte,CD14+ monocyte
4558,B cell,B cell
4559,B cell,B cell
4560,CD14+ monocyte,CD14+ monocyte
4561,Cytotoxic T cell,Natural killer cell
4562,Cytotoxic T cell,Natural killer cell
4563,CD14+ monocyte,CD14+ monocyte
4564,CD14+ monocyte,CD14+ monocyte
4565,CD14+ monocyte,CD14+ monocyte
4566,CD4+ T cell,CD4+ T cell
4567,CD14+ monocyte,Dendritic cell
4568,Cytotoxic T cell,Cytotoxic T cell
4569,CD14+ monocyte,CD14+ monocyte
4570,CD14+ monocyte,CD14+ monocyte
4571,CD4+ T cell,CD4+ T cell
4572,CD14+ monocyte,CD16+ monocyte
4573,CD4+ T cell,Cytotoxic T cell
4574,B cell,B cell
4575,B cell,B cell
4576,Cytotoxic T cell,Cytotoxic T cell
4577,CD4+ T cell,CD4+ T cell
4578,Cytotoxic T cell,Cytotoxic T cell
4579,CD4+ T cell,CD4+ T cell
4580,Cytotoxic T cell,Cytotoxic T cell
4581,CD4+ T cell,Cytotoxic T cell
4582,CD4+ T cell,Cytotoxic T cell
4583,CD14+ monocyte,CD14+ monocyte
4584,CD4+ T cell,Cytotoxic T cell
4585,CD4+ T cell,CD4+ T cell
4586,Cytotoxic T cell,Cytotoxic T cell
4587,Megakaryocyte,Megakaryocyte
4588,CD4+ T cell,CD4+ T cell
4589,Cytotoxic T cell,Cytotoxic T cell
4590,Natural killer cell,Natural killer cell
4591,Megakaryocyte,Megakaryocyte
4592,CD14+ monocyte,Dendritic cell
4593,B cell,B cell
4594,CD4+ T cell,CD4+ T cell
4595,CD4+ T cell,Natural killer cell
4596,CD4+ T cell,Natural killer cell
4597,CD4+ T cell,CD4+ T cell
4598,CD4+ T cell,Cytotoxic T cell
4599,Cytotoxic T cell,Cytotoxic T cell
4600,CD14+ monocyte,Dendritic cell
4601,CD4+ T cell,Cytotoxic T cell
4602,CD4+ T cell,CD4+ T cell
4603,B cell,B cell
4604,B cell,B cell
4605,CD14+ monocyte,CD14+ monocyte
4606,CD4+ T cell,Cytotoxic T cell
4607,Cytotoxic T cell,Natural killer cell
4608,Cytotoxic T cell,Cytotoxic T cell
4609,B cell,B cell
4610,CD4+ T cell,CD4+ T cell
4611,CD14+ monocyte,CD14+ monocyte
4612,CD4+ T cell,Cytotoxic T cell
4613,CD4+ T cell,Cytotoxic T cell
4614,CD14+ monocyte,CD14+ monocyte
4615,CD14+ monocyte,CD14+ monocyte
4616,Natural killer cell,Natural killer cell
4617,CD4+ T cell,Cytotoxic T cell
4618,Cytotoxic T cell,Cytotoxic T cell
4619,B cell,Plasmacytoid dendritic cell
4620,CD4+ T cell,CD4+ T cell
4621,CD14+ monocyte,Dendritic cell
4622,CD14+ monocyte,CD14+ monocyte
4623,CD4+ T cell,CD4+ T cell
4624,CD4+ T cell,CD4+ T cell
4625,B cell,B cell
4626,CD14+ monocyte,CD14+ monocyte
4627,CD4+ T cell,CD4+ T cell
4628,Megakaryocyte,Megakaryocyte
4629,CD4+ T cell,CD4+ T cell
4630,CD14+ monocyte,CD14+ monocyte
4631,CD14+ monocyte,CD14+ monocyte
4632,B cell,Plasmacytoid dendritic cell
4633,CD4+ T cell,CD4+ T cell
4634,CD4+ T cell,CD4+ T cell
4635,Cytotoxic T cell,Cytotoxic T cell
4636,Megakaryocyte,Megakaryocyte
4637,Cytotoxic T cell,Cytotoxic T cell
4638,Cytotoxic T cell,Cytotoxic T cell
4639,Cytotoxic T cell,Natural killer cell
4640,Cytotoxic T cell,Natural killer cell
4641,B cell,B cell
4642,CD4+ T cell,B cell
4643,B cell,B cell
4644,CD14+ monocyte,Dendritic cell
4645,Megakaryocyte,Megakaryocyte
4646,CD14+ monocyte,CD14+ monocyte
4647,B cell,B cell
4648,CD4+ T cell,CD4+ T cell
4649,Cytotoxic T cell,Cytotoxic T cell
4650,B cell,B cell
4651,B cell,B cell
4652,Cytotoxic T cell,Natural killer cell
4653,Cytotoxic T cell,Cytotoxic T cell
4654,Cytotoxic T cell,Cytotoxic T cell
4655,B cell,B cell
4656,Cytotoxic T cell,CD4+ T cell
4657,CD4+ T cell,CD4+ T cell
4658,CD4+ T cell,Cytotoxic T cell
4659,CD4+ T cell,CD4+ T cell
4660,Cytotoxic T cell,Cytotoxic T cell
4661,CD4+ T cell,CD4+ T cell
4662,CD4+ T cell,CD4+ T cell
4663,Cytotoxic T cell,Natural killer cell
4664,CD14+ monocyte,CD14+ monocyte
4665,B cell,B cell
4666,CD4+ T cell,CD4+ T cell
4667,B cell,B cell
4668,Megakaryocyte,Megakaryocyte
4669,CD4+ T cell,Cytotoxic T cell
4670,CD4+ T cell,Cytotoxic T cell
4671,CD14+ monocyte,CD14+ monocyte
4672,B cell,B cell
4673,Cytotoxic T cell,Cytotoxic T cell
4674,CD14+ monocyte,CD14+ monocyte
4675,CD14+ monocyte,CD14+ monocyte
4676,CD4+ T cell,CD4+ T cell
4677,Cytotoxic T cell,Natural killer cell
4678,Cytotoxic T cell,Cytotoxic T cell
4679,B cell,B cell
