,pred,true
1340,CD4+ T cell,Cytotoxic T cell
1341,Cytotoxic T cell,Cytotoxic T cell
1342,CD4+ T cell,CD4+ T cell
1343,Cytotoxic T cell,Cytotoxic T cell
1344,CD4+ T cell,CD4+ T cell
1345,CD4+ T cell,CD4+ T cell
1346,CD4+ T cell,CD4+ T cell
1347,B cell,B cell
1348,Cytotoxic T cell,Cytotoxic T cell
1349,Cytotoxic T cell,Natural killer cell
1350,CD4+ T cell,CD4+ T cell
1351,Cytotoxic T cell,Natural killer cell
1352,CD4+ T cell,CD4+ T cell
1353,CD4+ T cell,CD4+ T cell
1354,Cytotoxic T cell,Cytotoxic T cell
1355,B cell,B cell
1356,CD4+ T cell,CD4+ T cell
1357,CD4+ T cell,CD4+ T cell
1358,B cell,B cell
1359,Cytotoxic T cell,Natural killer cell
1360,CD14+ monocyte,CD16+ monocyte
1361,Cytotoxic T cell,Natural killer cell
1362,Cytotoxic T cell,Cytotoxic T cell
1363,CD14+ monocyte,CD14+ monocyte
1364,Megakaryocyte,Megakaryocyte
1365,Cytotoxic T cell,Cytotoxic T cell
1366,CD4+ T cell,CD4+ T cell
1367,CD4+ T cell,CD4+ T cell
1368,Cytotoxic T cell,Natural killer cell
1369,B cell,B cell
1370,CD4+ T cell,CD4+ T cell
1371,B cell,B cell
1372,Megakaryocyte,Megakaryocyte
1373,CD4+ T cell,CD4+ T cell
1374,Cytotoxic T cell,Cytotoxic T cell
1375,B cell,B cell
1376,Cytotoxic T cell,Natural killer cell
1377,CD14+ monocyte,CD14+ monocyte
1378,Megakaryocyte,Megakaryocyte
1379,CD14+ monocyte,CD16+ monocyte
1380,Megakaryocyte,Megakaryocyte
1381,CD4+ T cell,CD4+ T cell
1382,CD14+ monocyte,Dendritic cell
1383,CD4+ T cell,CD4+ T cell
1384,B cell,B cell
1385,CD4+ T cell,CD4+ T cell
1386,CD4+ T cell,CD4+ T cell
1387,Cytotoxic T cell,Cytotoxic T cell
1388,Cytotoxic T cell,Cytotoxic T cell
1389,Megakaryocyte,Megakaryocyte
1390,CD4+ T cell,CD4+ T cell
1391,Megakaryocyte,Megakaryocyte
1392,CD4+ T cell,CD4+ T cell
1393,B cell,B cell
1394,CD4+ T cell,CD4+ T cell
1395,CD4+ T cell,CD4+ T cell
1396,Megakaryocyte,Megakaryocyte
1397,CD4+ T cell,CD4+ T cell
1398,B cell,B cell
1399,CD14+ monocyte,CD14+ monocyte
1400,B cell,B cell
1401,CD14+ monocyte,CD14+ monocyte
1402,B cell,B cell
1403,CD4+ T cell,CD4+ T cell
1404,CD4+ T cell,CD4+ T cell
1405,CD14+ monocyte,CD16+ monocyte
1406,CD4+ T cell,CD4+ T cell
1407,CD14+ monocyte,CD14+ monocyte
1408,Cytotoxic T cell,Natural killer cell
1409,CD14+ monocyte,CD14+ monocyte
1410,B cell,B cell
1411,CD4+ T cell,CD4+ T cell
1412,CD4+ T cell,CD4+ T cell
1413,CD14+ monocyte,CD14+ monocyte
1414,Cytotoxic T cell,Cytotoxic T cell
1415,Cytotoxic T cell,Cytotoxic T cell
1416,Cytotoxic T cell,Cytotoxic T cell
1417,Cytotoxic T cell,Natural killer cell
1418,Cytotoxic T cell,Cytotoxic T cell
1419,Cytotoxic T cell,CD4+ T cell
1420,B cell,B cell
1421,CD4+ T cell,CD4+ T cell
1422,CD4+ T cell,CD4+ T cell
1423,CD14+ monocyte,CD14+ monocyte
1424,CD4+ T cell,CD4+ T cell
1425,Cytotoxic T cell,Cytotoxic T cell
1426,B cell,B cell
1427,CD4+ T cell,CD4+ T cell
1428,CD4+ T cell,Cytotoxic T cell
1429,CD14+ monocyte,CD14+ monocyte
1430,Cytotoxic T cell,Cytotoxic T cell
1431,Cytotoxic T cell,Cytotoxic T cell
1432,CD4+ T cell,CD4+ T cell
1433,Cytotoxic T cell,Cytotoxic T cell
1434,Cytotoxic T cell,Cytotoxic T cell
1435,Cytotoxic T cell,Cytotoxic T cell
1436,Cytotoxic T cell,Cytotoxic T cell
1437,Cytotoxic T cell,Cytotoxic T cell
1438,CD14+ monocyte,CD14+ monocyte
1439,CD14+ monocyte,CD14+ monocyte
1440,CD14+ monocyte,CD14+ monocyte
1441,Cytotoxic T cell,Cytotoxic T cell
1442,CD4+ T cell,CD4+ T cell
1443,Cytotoxic T cell,Cytotoxic T cell
1444,Cytotoxic T cell,Cytotoxic T cell
1445,CD14+ monocyte,CD14+ monocyte
1446,Cytotoxic T cell,Cytotoxic T cell
1447,Cytotoxic T cell,Cytotoxic T cell
1448,CD14+ monocyte,CD14+ monocyte
1449,CD14+ monocyte,CD16+ monocyte
1450,CD4+ T cell,CD4+ T cell
1451,Cytotoxic T cell,Cytotoxic T cell
1452,Cytotoxic T cell,Natural killer cell
1453,CD4+ T cell,CD4+ T cell
1454,CD4+ T cell,CD4+ T cell
1455,Megakaryocyte,Megakaryocyte
1456,Cytotoxic T cell,Natural killer cell
1457,B cell,B cell
1458,B cell,B cell
1459,Cytotoxic T cell,Cytotoxic T cell
1460,Cytotoxic T cell,Cytotoxic T cell
1461,CD4+ T cell,CD4+ T cell
1462,Cytotoxic T cell,Cytotoxic T cell
1463,B cell,B cell
1464,CD14+ monocyte,CD14+ monocyte
1465,Cytotoxic T cell,Cytotoxic T cell
1466,B cell,B cell
1467,B cell,B cell
1468,Cytotoxic T cell,Cytotoxic T cell
1469,Megakaryocyte,Megakaryocyte
1470,Cytotoxic T cell,CD4+ T cell
1471,Cytotoxic T cell,Cytotoxic T cell
1472,Cytotoxic T cell,Natural killer cell
1473,CD4+ T cell,CD4+ T cell
1474,Cytotoxic T cell,Natural killer cell
1475,CD4+ T cell,CD4+ T cell
1476,Cytotoxic T cell,Cytotoxic T cell
1477,Cytotoxic T cell,Cytotoxic T cell
1478,CD14+ monocyte,CD14+ monocyte
1479,CD4+ T cell,CD4+ T cell
1480,CD4+ T cell,CD4+ T cell
1481,CD14+ monocyte,CD14+ monocyte
1482,CD14+ monocyte,CD14+ monocyte
1483,CD4+ T cell,CD4+ T cell
1484,Cytotoxic T cell,Cytotoxic T cell
1485,B cell,B cell
1486,B cell,B cell
1487,B cell,B cell
1488,Cytotoxic T cell,Cytotoxic T cell
1489,Megakaryocyte,Megakaryocyte
1490,CD14+ monocyte,CD14+ monocyte
1491,CD14+ monocyte,CD14+ monocyte
1492,CD4+ T cell,CD4+ T cell
1493,CD14+ monocyte,CD14+ monocyte
1494,Cytotoxic T cell,Cytotoxic T cell
1495,CD4+ T cell,CD4+ T cell
1496,Megakaryocyte,Megakaryocyte
1497,B cell,B cell
1498,CD4+ T cell,CD4+ T cell
1499,Cytotoxic T cell,Cytotoxic T cell
1500,Cytotoxic T cell,Natural killer cell
1501,Megakaryocyte,Megakaryocyte
1502,B cell,B cell
1503,CD4+ T cell,CD4+ T cell
1504,Cytotoxic T cell,Cytotoxic T cell
1505,CD4+ T cell,CD4+ T cell
1506,CD4+ T cell,CD4+ T cell
1507,Cytotoxic T cell,Cytotoxic T cell
1508,Cytotoxic T cell,Natural killer cell
1509,CD14+ monocyte,CD14+ monocyte
1510,B cell,B cell
1511,CD14+ monocyte,CD14+ monocyte
1512,CD14+ monocyte,CD14+ monocyte
1513,Megakaryocyte,Megakaryocyte
1514,Cytotoxic T cell,Natural killer cell
1515,CD4+ T cell,CD4+ T cell
1516,CD4+ T cell,CD4+ T cell
1517,B cell,B cell
1518,CD4+ T cell,Cytotoxic T cell
1519,CD4+ T cell,Cytotoxic T cell
1520,CD4+ T cell,CD4+ T cell
1521,B cell,B cell
1522,CD14+ monocyte,CD14+ monocyte
1523,CD4+ T cell,CD4+ T cell
1524,Megakaryocyte,Megakaryocyte
1525,CD4+ T cell,CD4+ T cell
1526,CD14+ monocyte,CD14+ monocyte
1527,B cell,B cell
1528,Cytotoxic T cell,Natural killer cell
1529,CD4+ T cell,Cytotoxic T cell
1530,CD4+ T cell,CD4+ T cell
1531,Cytotoxic T cell,Cytotoxic T cell
1532,Cytotoxic T cell,Natural killer cell
1533,Cytotoxic T cell,Cytotoxic T cell
1534,Cytotoxic T cell,Cytotoxic T cell
1535,CD14+ monocyte,CD14+ monocyte
1536,B cell,B cell
1537,Cytotoxic T cell,Natural killer cell
1538,CD14+ monocyte,CD14+ monocyte
1539,CD4+ T cell,CD4+ T cell
1540,Cytotoxic T cell,Cytotoxic T cell
1541,B cell,B cell
1542,CD14+ monocyte,CD14+ monocyte
1543,CD14+ monocyte,CD14+ monocyte
1544,Cytotoxic T cell,Natural killer cell
1545,Cytotoxic T cell,Cytotoxic T cell
1546,CD4+ T cell,Cytotoxic T cell
1547,Cytotoxic T cell,CD4+ T cell
1548,CD4+ T cell,CD4+ T cell
1549,CD4+ T cell,CD4+ T cell
1550,B cell,B cell
1551,Cytotoxic T cell,Natural killer cell
1552,CD14+ monocyte,CD14+ monocyte
1553,CD4+ T cell,CD16+ monocyte
1554,Cytotoxic T cell,Cytotoxic T cell
1555,CD14+ monocyte,CD14+ monocyte
1556,Cytotoxic T cell,Cytotoxic T cell
1557,CD14+ monocyte,CD14+ monocyte
1558,Cytotoxic T cell,Cytotoxic T cell
1559,Cytotoxic T cell,Cytotoxic T cell
1560,CD4+ T cell,CD4+ T cell
1561,Cytotoxic T cell,Cytotoxic T cell
1562,Cytotoxic T cell,CD4+ T cell
1563,CD4+ T cell,CD4+ T cell
1564,Cytotoxic T cell,Cytotoxic T cell
1565,Cytotoxic T cell,Cytotoxic T cell
1566,CD4+ T cell,CD4+ T cell
1567,Megakaryocyte,Megakaryocyte
1568,CD14+ monocyte,CD14+ monocyte
1569,CD4+ T cell,CD4+ T cell
1570,CD4+ T cell,CD4+ T cell
1571,Megakaryocyte,Megakaryocyte
1572,CD4+ T cell,CD4+ T cell
1573,B cell,B cell
1574,Cytotoxic T cell,Cytotoxic T cell
1575,Cytotoxic T cell,Cytotoxic T cell
1576,B cell,B cell
1577,CD4+ T cell,CD4+ T cell
1578,CD4+ T cell,CD4+ T cell
1579,B cell,B cell
1580,CD4+ T cell,CD4+ T cell
1581,Cytotoxic T cell,Cytotoxic T cell
1582,CD4+ T cell,CD4+ T cell
1583,Cytotoxic T cell,CD4+ T cell
1584,CD14+ monocyte,CD16+ monocyte
1585,Megakaryocyte,Megakaryocyte
1586,CD4+ T cell,CD4+ T cell
1587,Cytotoxic T cell,Cytotoxic T cell
1588,CD14+ monocyte,CD14+ monocyte
1589,Megakaryocyte,Megakaryocyte
1590,Megakaryocyte,Megakaryocyte
1591,CD14+ monocyte,CD14+ monocyte
1592,CD14+ monocyte,CD14+ monocyte
1593,CD14+ monocyte,CD16+ monocyte
1594,CD4+ T cell,CD4+ T cell
1595,Cytotoxic T cell,Cytotoxic T cell
1596,CD4+ T cell,CD4+ T cell
1597,Cytotoxic T cell,Cytotoxic T cell
1598,Cytotoxic T cell,Cytotoxic T cell
1599,CD4+ T cell,CD4+ T cell
1600,CD4+ T cell,CD4+ T cell
1601,CD4+ T cell,CD4+ T cell
1602,Megakaryocyte,Megakaryocyte
1603,CD4+ T cell,CD4+ T cell
1604,Cytotoxic T cell,Natural killer cell
1605,Megakaryocyte,Megakaryocyte
1606,Megakaryocyte,Megakaryocyte
1607,CD4+ T cell,CD4+ T cell
1608,B cell,B cell
1609,Megakaryocyte,Megakaryocyte
1610,Cytotoxic T cell,Natural killer cell
1611,Megakaryocyte,Megakaryocyte
1612,Cytotoxic T cell,Cytotoxic T cell
1613,CD4+ T cell,CD4+ T cell
1614,B cell,Dendritic cell
1615,CD4+ T cell,CD4+ T cell
1616,Cytotoxic T cell,Cytotoxic T cell
1617,CD4+ T cell,CD4+ T cell
1618,B cell,B cell
1619,CD4+ T cell,CD4+ T cell
1620,Cytotoxic T cell,CD4+ T cell
1621,Cytotoxic T cell,Cytotoxic T cell
1622,Cytotoxic T cell,Cytotoxic T cell
1623,Cytotoxic T cell,Cytotoxic T cell
1624,Megakaryocyte,Megakaryocyte
1625,Cytotoxic T cell,Cytotoxic T cell
1626,B cell,B cell
1627,CD4+ T cell,CD4+ T cell
1628,CD4+ T cell,CD4+ T cell
1629,Megakaryocyte,Megakaryocyte
1630,Cytotoxic T cell,Cytotoxic T cell
1631,CD4+ T cell,CD4+ T cell
1632,Cytotoxic T cell,Cytotoxic T cell
1633,Cytotoxic T cell,CD4+ T cell
1634,CD4+ T cell,CD4+ T cell
1635,CD4+ T cell,CD4+ T cell
1636,B cell,B cell
1637,CD4+ T cell,CD4+ T cell
1638,B cell,B cell
1639,B cell,B cell
1640,Megakaryocyte,Megakaryocyte
1641,CD4+ T cell,CD4+ T cell
1642,Cytotoxic T cell,Cytotoxic T cell
1643,Cytotoxic T cell,Cytotoxic T cell
1644,Cytotoxic T cell,Cytotoxic T cell
1645,CD14+ monocyte,Dendritic cell
1646,Cytotoxic T cell,Cytotoxic T cell
1647,Cytotoxic T cell,Cytotoxic T cell
1648,Cytotoxic T cell,CD4+ T cell
1649,Cytotoxic T cell,Cytotoxic T cell
1650,Cytotoxic T cell,Cytotoxic T cell
1651,Cytotoxic T cell,Cytotoxic T cell
1652,CD4+ T cell,CD4+ T cell
1653,Cytotoxic T cell,Cytotoxic T cell
1654,B cell,B cell
1655,Megakaryocyte,Megakaryocyte
1656,CD4+ T cell,CD4+ T cell
1657,Cytotoxic T cell,Natural killer cell
1658,Megakaryocyte,Megakaryocyte
1659,CD4+ T cell,CD4+ T cell
1660,Megakaryocyte,Megakaryocyte
1661,Cytotoxic T cell,Cytotoxic T cell
1662,CD14+ monocyte,CD14+ monocyte
1663,Cytotoxic T cell,Cytotoxic T cell
1664,Cytotoxic T cell,Cytotoxic T cell
1665,CD4+ T cell,CD4+ T cell
1666,CD14+ monocyte,Dendritic cell
1667,B cell,B cell
1668,CD4+ T cell,CD4+ T cell
1669,Cytotoxic T cell,Cytotoxic T cell
1670,CD14+ monocyte,CD16+ monocyte
1671,Cytotoxic T cell,Cytotoxic T cell
1672,Cytotoxic T cell,Cytotoxic T cell
1673,CD14+ monocyte,CD16+ monocyte
1674,Cytotoxic T cell,Natural killer cell
1675,Cytotoxic T cell,Cytotoxic T cell
1676,Cytotoxic T cell,Cytotoxic T cell
1677,CD4+ T cell,CD4+ T cell
1678,Megakaryocyte,Megakaryocyte
1679,CD4+ T cell,CD4+ T cell
1680,CD14+ monocyte,CD14+ monocyte
1681,CD4+ T cell,CD4+ T cell
1682,Cytotoxic T cell,Cytotoxic T cell
1683,Cytotoxic T cell,Cytotoxic T cell
1684,Cytotoxic T cell,Cytotoxic T cell
1685,B cell,B cell
1686,B cell,B cell
1687,Cytotoxic T cell,Cytotoxic T cell
1688,Cytotoxic T cell,Cytotoxic T cell
1689,CD4+ T cell,CD4+ T cell
1690,Cytotoxic T cell,Natural killer cell
1691,Cytotoxic T cell,Cytotoxic T cell
1692,Cytotoxic T cell,Natural killer cell
1693,CD14+ monocyte,CD14+ monocyte
1694,Cytotoxic T cell,Cytotoxic T cell
1695,Cytotoxic T cell,Cytotoxic T cell
1696,CD4+ T cell,CD4+ T cell
1697,CD14+ monocyte,CD14+ monocyte
1698,CD4+ T cell,CD4+ T cell
1699,CD4+ T cell,CD4+ T cell
1700,Cytotoxic T cell,Cytotoxic T cell
1701,B cell,B cell
1702,Cytotoxic T cell,Natural killer cell
1703,B cell,B cell
1704,CD4+ T cell,Cytotoxic T cell
1705,Cytotoxic T cell,Cytotoxic T cell
1706,CD4+ T cell,CD4+ T cell
1707,B cell,B cell
1708,CD4+ T cell,CD4+ T cell
1709,Cytotoxic T cell,CD4+ T cell
1710,Cytotoxic T cell,Natural killer cell
1711,Cytotoxic T cell,Natural killer cell
1712,Cytotoxic T cell,Cytotoxic T cell
1713,CD4+ T cell,B cell
1714,CD4+ T cell,CD4+ T cell
1715,Cytotoxic T cell,Natural killer cell
1716,Cytotoxic T cell,Cytotoxic T cell
1717,Cytotoxic T cell,Cytotoxic T cell
1718,Cytotoxic T cell,Natural killer cell
1719,CD14+ monocyte,CD16+ monocyte
1720,Cytotoxic T cell,Cytotoxic T cell
1721,CD4+ T cell,CD4+ T cell
1722,Cytotoxic T cell,Cytotoxic T cell
1723,B cell,B cell
1724,Cytotoxic T cell,Cytotoxic T cell
1725,Cytotoxic T cell,Cytotoxic T cell
1726,CD4+ T cell,Cytotoxic T cell
1727,Cytotoxic T cell,Cytotoxic T cell
1728,CD14+ monocyte,CD14+ monocyte
1729,CD14+ monocyte,CD14+ monocyte
1730,B cell,B cell
1731,B cell,B cell
1732,CD4+ T cell,CD4+ T cell
1733,CD4+ T cell,CD4+ T cell
1734,CD14+ monocyte,CD14+ monocyte
1735,Megakaryocyte,Megakaryocyte
1736,Megakaryocyte,Megakaryocyte
1737,Cytotoxic T cell,Cytotoxic T cell
1738,Cytotoxic T cell,Natural killer cell
1739,Cytotoxic T cell,Cytotoxic T cell
1740,CD14+ monocyte,CD14+ monocyte
1741,B cell,B cell
1742,Cytotoxic T cell,Cytotoxic T cell
1743,CD4+ T cell,CD4+ T cell
1744,CD4+ T cell,CD4+ T cell
1745,Cytotoxic T cell,CD4+ T cell
1746,CD4+ T cell,Cytotoxic T cell
1747,Cytotoxic T cell,Cytotoxic T cell
1748,Megakaryocyte,Megakaryocyte
1749,Cytotoxic T cell,Cytotoxic T cell
1750,B cell,B cell
1751,Cytotoxic T cell,Cytotoxic T cell
1752,CD4+ T cell,CD4+ T cell
1753,CD4+ T cell,CD4+ T cell
1754,CD4+ T cell,CD4+ T cell
1755,Megakaryocyte,Megakaryocyte
1756,Cytotoxic T cell,Cytotoxic T cell
1757,Cytotoxic T cell,CD4+ T cell
1758,Cytotoxic T cell,Cytotoxic T cell
1759,CD4+ T cell,CD4+ T cell
1760,Cytotoxic T cell,Natural killer cell
1761,Cytotoxic T cell,Cytotoxic T cell
1762,CD4+ T cell,CD4+ T cell
1763,Cytotoxic T cell,Cytotoxic T cell
1764,Cytotoxic T cell,Cytotoxic T cell
1765,Cytotoxic T cell,Natural killer cell
1766,CD14+ monocyte,CD14+ monocyte
1767,Cytotoxic T cell,Natural killer cell
1768,CD4+ T cell,CD4+ T cell
1769,Cytotoxic T cell,Natural killer cell
1770,CD4+ T cell,CD4+ T cell
1771,CD4+ T cell,CD4+ T cell
1772,Cytotoxic T cell,Cytotoxic T cell
1773,CD4+ T cell,CD4+ T cell
1774,Megakaryocyte,Megakaryocyte
1775,Cytotoxic T cell,Cytotoxic T cell
1776,Cytotoxic T cell,Cytotoxic T cell
1777,CD14+ monocyte,CD14+ monocyte
1778,CD14+ monocyte,CD14+ monocyte
1779,CD4+ T cell,CD4+ T cell
1780,Cytotoxic T cell,Cytotoxic T cell
1781,Cytotoxic T cell,CD4+ T cell
1782,CD14+ monocyte,CD14+ monocyte
1783,CD14+ monocyte,CD14+ monocyte
1784,Cytotoxic T cell,Cytotoxic T cell
1785,CD4+ T cell,CD4+ T cell
1786,Cytotoxic T cell,Cytotoxic T cell
1787,CD14+ monocyte,CD14+ monocyte
1788,CD14+ monocyte,CD14+ monocyte
1789,CD4+ T cell,CD4+ T cell
1790,CD4+ T cell,CD4+ T cell
1791,Cytotoxic T cell,Cytotoxic T cell
1792,Cytotoxic T cell,Cytotoxic T cell
1793,CD14+ monocyte,CD16+ monocyte
1794,Cytotoxic T cell,Cytotoxic T cell
1795,CD4+ T cell,CD4+ T cell
1796,B cell,B cell
1797,Megakaryocyte,Megakaryocyte
1798,CD14+ monocyte,CD14+ monocyte
1799,Cytotoxic T cell,Natural killer cell
1800,CD4+ T cell,CD4+ T cell
1801,Cytotoxic T cell,CD4+ T cell
1802,Megakaryocyte,Megakaryocyte
1803,CD4+ T cell,CD4+ T cell
1804,CD4+ T cell,CD4+ T cell
1805,CD4+ T cell,CD4+ T cell
1806,Cytotoxic T cell,Cytotoxic T cell
1807,CD14+ monocyte,CD14+ monocyte
1808,Cytotoxic T cell,Cytotoxic T cell
1809,CD4+ T cell,CD4+ T cell
1810,CD4+ T cell,CD4+ T cell
1811,B cell,B cell
1812,CD4+ T cell,CD4+ T cell
1813,Cytotoxic T cell,Cytotoxic T cell
1814,Cytotoxic T cell,CD4+ T cell
1815,CD4+ T cell,CD4+ T cell
1816,Cytotoxic T cell,Cytotoxic T cell
1817,CD14+ monocyte,CD14+ monocyte
1818,CD14+ monocyte,CD14+ monocyte
1819,CD4+ T cell,CD4+ T cell
1820,CD14+ monocyte,CD14+ monocyte
1821,B cell,B cell
1822,Cytotoxic T cell,Cytotoxic T cell
1823,Cytotoxic T cell,CD4+ T cell
1824,Cytotoxic T cell,Cytotoxic T cell
1825,B cell,B cell
1826,Cytotoxic T cell,Cytotoxic T cell
1827,B cell,B cell
1828,Cytotoxic T cell,Cytotoxic T cell
1829,Cytotoxic T cell,Cytotoxic T cell
1830,CD4+ T cell,CD4+ T cell
1831,B cell,B cell
1832,B cell,B cell
1833,Cytotoxic T cell,Cytotoxic T cell
1834,Megakaryocyte,Megakaryocyte
1835,B cell,B cell
1836,Cytotoxic T cell,CD4+ T cell
1837,Cytotoxic T cell,CD4+ T cell
1838,B cell,B cell
1839,CD14+ monocyte,CD14+ monocyte
1840,Cytotoxic T cell,Cytotoxic T cell
1841,CD4+ T cell,CD4+ T cell
1842,Cytotoxic T cell,Cytotoxic T cell
1843,B cell,B cell
1844,B cell,B cell
1845,Cytotoxic T cell,Cytotoxic T cell
1846,Cytotoxic T cell,Cytotoxic T cell
1847,Cytotoxic T cell,Cytotoxic T cell
1848,Cytotoxic T cell,Cytotoxic T cell
1849,CD14+ monocyte,CD14+ monocyte
1850,CD4+ T cell,CD4+ T cell
1851,B cell,B cell
1852,CD4+ T cell,CD4+ T cell
1853,CD14+ monocyte,CD16+ monocyte
1854,Cytotoxic T cell,Cytotoxic T cell
1855,B cell,B cell
1856,Cytotoxic T cell,Natural killer cell
1857,CD14+ monocyte,CD14+ monocyte
1858,CD4+ T cell,CD4+ T cell
1859,Cytotoxic T cell,Cytotoxic T cell
1860,Megakaryocyte,Megakaryocyte
1861,Cytotoxic T cell,Cytotoxic T cell
1862,Cytotoxic T cell,Cytotoxic T cell
1863,CD4+ T cell,CD4+ T cell
1864,Cytotoxic T cell,Cytotoxic T cell
1865,Cytotoxic T cell,Cytotoxic T cell
1866,Cytotoxic T cell,Cytotoxic T cell
1867,B cell,B cell
1868,CD14+ monocyte,CD16+ monocyte
1869,CD14+ monocyte,CD16+ monocyte
1870,CD4+ T cell,CD4+ T cell
1871,Megakaryocyte,Megakaryocyte
1872,CD4+ T cell,CD4+ T cell
1873,Cytotoxic T cell,Cytotoxic T cell
1874,Cytotoxic T cell,Cytotoxic T cell
1875,B cell,B cell
1876,B cell,B cell
1877,Cytotoxic T cell,Cytotoxic T cell
1878,B cell,B cell
1879,Cytotoxic T cell,Cytotoxic T cell
1880,CD14+ monocyte,CD14+ monocyte
1881,CD4+ T cell,CD4+ T cell
1882,CD14+ monocyte,CD16+ monocyte
1883,CD4+ T cell,CD4+ T cell
1884,CD4+ T cell,CD4+ T cell
1885,B cell,B cell
1886,Cytotoxic T cell,Cytotoxic T cell
1887,Cytotoxic T cell,Cytotoxic T cell
1888,CD14+ monocyte,CD14+ monocyte
1889,CD14+ monocyte,CD14+ monocyte
1890,CD14+ monocyte,CD14+ monocyte
1891,CD4+ T cell,CD4+ T cell
1892,CD14+ monocyte,CD14+ monocyte
1893,CD4+ T cell,CD4+ T cell
1894,B cell,B cell
1895,CD14+ monocyte,CD16+ monocyte
1896,CD4+ T cell,CD4+ T cell
1897,CD4+ T cell,CD4+ T cell
1898,Cytotoxic T cell,Cytotoxic T cell
1899,B cell,B cell
1900,CD14+ monocyte,CD14+ monocyte
1901,Megakaryocyte,Megakaryocyte
1902,Megakaryocyte,Megakaryocyte
1903,Cytotoxic T cell,Cytotoxic T cell
1904,Megakaryocyte,Megakaryocyte
1905,Megakaryocyte,Megakaryocyte
1906,Cytotoxic T cell,Cytotoxic T cell
1907,Cytotoxic T cell,Cytotoxic T cell
1908,CD4+ T cell,Cytotoxic T cell
1909,CD14+ monocyte,CD14+ monocyte
1910,B cell,B cell
1911,Cytotoxic T cell,Cytotoxic T cell
1912,CD4+ T cell,CD4+ T cell
1913,CD4+ T cell,CD4+ T cell
1914,Cytotoxic T cell,Natural killer cell
1915,Cytotoxic T cell,Cytotoxic T cell
1916,CD4+ T cell,CD4+ T cell
1917,CD4+ T cell,CD4+ T cell
1918,Cytotoxic T cell,Cytotoxic T cell
1919,B cell,B cell
1920,Cytotoxic T cell,Cytotoxic T cell
1921,Cytotoxic T cell,Cytotoxic T cell
1922,CD14+ monocyte,CD14+ monocyte
1923,Cytotoxic T cell,Natural killer cell
1924,Cytotoxic T cell,Cytotoxic T cell
1925,Cytotoxic T cell,Cytotoxic T cell
1926,Cytotoxic T cell,Cytotoxic T cell
1927,Megakaryocyte,Megakaryocyte
1928,CD4+ T cell,CD4+ T cell
1929,Cytotoxic T cell,Cytotoxic T cell
1930,Cytotoxic T cell,Cytotoxic T cell
1931,CD14+ monocyte,CD14+ monocyte
1932,Cytotoxic T cell,Cytotoxic T cell
1933,Cytotoxic T cell,Natural killer cell
1934,Cytotoxic T cell,CD4+ T cell
1935,CD4+ T cell,CD4+ T cell
1936,Cytotoxic T cell,CD4+ T cell
1937,Cytotoxic T cell,Cytotoxic T cell
1938,CD14+ monocyte,CD14+ monocyte
1939,CD4+ T cell,CD4+ T cell
1940,Cytotoxic T cell,CD4+ T cell
1941,CD4+ T cell,CD4+ T cell
1942,Cytotoxic T cell,Cytotoxic T cell
1943,CD4+ T cell,CD4+ T cell
1944,Cytotoxic T cell,Cytotoxic T cell
1945,Megakaryocyte,Megakaryocyte
1946,Megakaryocyte,Megakaryocyte
1947,CD14+ monocyte,CD16+ monocyte
1948,B cell,B cell
1949,CD4+ T cell,CD4+ T cell
1950,Cytotoxic T cell,Cytotoxic T cell
1951,CD4+ T cell,CD4+ T cell
1952,CD16+ monocyte,CD16+ monocyte
1953,Megakaryocyte,Megakaryocyte
1954,Cytotoxic T cell,Cytotoxic T cell
1955,CD14+ monocyte,CD14+ monocyte
1956,Cytotoxic T cell,Cytotoxic T cell
1957,Megakaryocyte,Megakaryocyte
1958,Megakaryocyte,Megakaryocyte
1959,Cytotoxic T cell,Cytotoxic T cell
1960,Cytotoxic T cell,Cytotoxic T cell
1961,Cytotoxic T cell,Cytotoxic T cell
1962,Cytotoxic T cell,Cytotoxic T cell
1963,Cytotoxic T cell,Cytotoxic T cell
1964,CD4+ T cell,CD4+ T cell
1965,CD4+ T cell,CD4+ T cell
1966,Cytotoxic T cell,Cytotoxic T cell
1967,CD4+ T cell,CD4+ T cell
1968,CD4+ T cell,Cytotoxic T cell
1969,Megakaryocyte,Megakaryocyte
1970,Cytotoxic T cell,Cytotoxic T cell
1971,CD4+ T cell,CD4+ T cell
1972,Cytotoxic T cell,Cytotoxic T cell
1973,Cytotoxic T cell,Cytotoxic T cell
1974,CD4+ T cell,CD4+ T cell
1975,Cytotoxic T cell,Cytotoxic T cell
1976,CD4+ T cell,CD4+ T cell
1977,Cytotoxic T cell,Cytotoxic T cell
1978,Cytotoxic T cell,Cytotoxic T cell
1979,Cytotoxic T cell,Cytotoxic T cell
1980,CD4+ T cell,CD4+ T cell
1981,CD14+ monocyte,CD14+ monocyte
1982,Megakaryocyte,Megakaryocyte
1983,Megakaryocyte,Megakaryocyte
1984,CD14+ monocyte,CD14+ monocyte
1985,Cytotoxic T cell,Cytotoxic T cell
1986,Cytotoxic T cell,Cytotoxic T cell
1987,Megakaryocyte,Megakaryocyte
1988,CD14+ monocyte,CD14+ monocyte
1989,CD14+ monocyte,CD16+ monocyte
1990,CD4+ T cell,CD4+ T cell
1991,Megakaryocyte,Megakaryocyte
1992,Cytotoxic T cell,Natural killer cell
